review_index,candidate_group_id,evidence_class,name_standardization_basis,development_state,state_id,primary_site_key,n_current_developments,n_hud_ids,project_names,hud_ids,allocation_pis_years,episode_unit_totals,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
84,NVAR_0108,exact_timing_units,address_label_variant,NC,9002009,NC|8105 FARMLEA CIR|RALEIGH,2,2,8105 FARMLEA CIR || 8105 FARMLEA CIRCLE,NCA19950220 || NCA19959042,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950220 || NCA19959042) share state ID 9002009 and standardized primary address NC|8105 FARMLEA CIR|RALEIGH. Evidence class: exact_timing_units. Names: 8105 FARMLEA CIR || 8105 FARMLEA CIRCLE. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%228105%20FARMLEA%20CIR%22%20%228105%20FARMLEA%20CIR%22%20%22RALEIGH%22%20affordable%20housing,"8105 Farmlea Cir | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/8105-farmlea-cir-19877-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
85,NVAR_0109,exact_timing_units,address_label_variant,NC,9002013,NC|4242 KAPLAN DR|RALEIGH,2,2,4242 KAPLAN DR || 4242 KAPLAN DRIVE,NCA19960160 || NCA19969032,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960160 || NCA19969032) share state ID 9002013 and standardized primary address NC|4242 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4242 KAPLAN DR || 4242 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224242%20KAPLAN%20DR%22%20%224242%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4242 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4242-kaplan-dr-20134-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
86,NVAR_0110,exact_timing_units,address_label_variant,NC,9002014,NC|4244 KAPLAN DR|RALEIGH,2,2,4244 KAPLAN DR || 4244 KAPLAN DRIVE,NCA19960165 || NCA19969033,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960165 || NCA19969033) share state ID 9002014 and standardized primary address NC|4244 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4244 KAPLAN DR || 4244 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224244%20KAPLAN%20DR%22%20%224244%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4244 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4244-kaplan-dr-20135-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
87,NVAR_0111,exact_timing_units,address_label_variant,NC,9002016,NC|4248 KAPLAN DR|RALEIGH,2,2,4248 KAPLAN DR || 4248 KAPLAN DRIVE,NCA19960175 || NCA19969035,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960175 || NCA19969035) share state ID 9002016 and standardized primary address NC|4248 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4248 KAPLAN DR || 4248 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224248%20KAPLAN%20DR%22%20%224248%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4248 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4248-kaplan-dr-20137-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
88,NVAR_0112,exact_timing_units,address_label_variant,NC,9002017,NC|4250 KAPLAN DR|RALEIGH,2,2,4250 KAPLAN DR || 4250 KAPLAN DRIVE,NCA19960180 || NCA19969036,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960180 || NCA19969036) share state ID 9002017 and standardized primary address NC|4250 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4250 KAPLAN DR || 4250 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224250%20KAPLAN%20DR%22%20%224250%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4250 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4250-kaplan-dr-20138-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
89,NVAR_0113,exact_timing_units,address_label_variant,NC,9002018,NC|4256 KAPLAN DR|RALEIGH,2,2,4256 KAPLAN DR || 4256 KAPLAN DRIVE,NCA19960190 || NCA19969038,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960190 || NCA19969038) share state ID 9002018 and standardized primary address NC|4256 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4256 KAPLAN DR || 4256 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224256%20KAPLAN%20DR%22%20%224256%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4256 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4256-kaplan-dr-20161-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
90,NVAR_0114,exact_timing_units,address_label_variant,NC,9002019,NC|4258 KAPLAN DR|RALEIGH,2,2,4258 KAPLAN DR || 4258 KAPLAN DRIVE,NCA19960195 || NCA19969039,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960195 || NCA19969039) share state ID 9002019 and standardized primary address NC|4258 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4258 KAPLAN DR || 4258 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224258%20KAPLAN%20DR%22%20%224258%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4258 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4258-kaplan-dr-20162-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
91,NVAR_0115,exact_timing_units,address_label_variant,NC,9002020,NC|4260 KAPLAN DR|RALEIGH,2,2,4260 KAPLAN DR || 4260 KAPLAN DRIVE,NCA19960200 || NCA19969040,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960200 || NCA19969040) share state ID 9002020 and standardized primary address NC|4260 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4260 KAPLAN DR || 4260 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224260%20KAPLAN%20DR%22%20%224260%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4260 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4260-kaplan-dr-20163-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
92,NVAR_0116,exact_timing_units,address_label_variant,NC,9002021,NC|4262 KAPLAN DR|RALEIGH,2,2,4262 KAPLAN DR || 4262 KAPLAN DRIVE,NCA19960205 || NCA19969041,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960205 || NCA19969041) share state ID 9002021 and standardized primary address NC|4262 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4262 KAPLAN DR || 4262 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224262%20KAPLAN%20DR%22%20%224262%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4262 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4262-kaplan-dr-20164-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
93,NVAR_0117,exact_timing_units,address_label_variant,NC,9002023,NC|4266 KAPLAN DR|RALEIGH,2,2,4266 KAPLAN DR || 4266 KAPLAN DRIVE,NCA19960215 || NCA19969043,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960215 || NCA19969043) share state ID 9002023 and standardized primary address NC|4266 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4266 KAPLAN DR || 4266 KAPLAN DRIVE. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224266%20KAPLAN%20DR%22%20%224266%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4266 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4266-kaplan-dr-20166-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
94,NVAR_0118,exact_timing_units,address_label_variant,NC,9002024,NC|4200 KAPLAN DR|RALEIGH,2,2,4200 KAPLAN DR || 4200 KAPLAN DRIVE,NCA19960065 || NCA19969013,1994/1996 || 1994/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960065 || NCA19969013) share state ID 9002024 and standardized primary address NC|4200 KAPLAN DR|RALEIGH. Evidence class: exact_timing_units. Names: 4200 KAPLAN DR || 4200 KAPLAN DRIVE. Allocation/PIS pairs: 1994/1996 || 1994/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%224200%20KAPLAN%20DR%22%20%224200%20KAPLAN%20DR%22%20%22RALEIGH%22%20affordable%20housing,"4200 Kaplan Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4200-kaplan-dr-20052-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
95,NVAR_0119,exact_timing_units,address_label_variant,NC,9002047,NC|1838 VINTAGE RD|RALEIGH,2,2,1838 VINTAGE RD || 1838 VINTAGE ROAD,NCA19960055 || NCA19969011,1995/1996 || 1995/1996,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19960055 || NCA19969011) share state ID 9002047 and standardized primary address NC|1838 VINTAGE RD|RALEIGH. Evidence class: exact_timing_units. Names: 1838 VINTAGE RD || 1838 VINTAGE ROAD. Allocation/PIS pairs: 1995/1996 || 1995/1996. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%221838%20VINTAGE%20RD%22%20%221838%20VINTAGE%20RD%22%20%22RALEIGH%22%20affordable%20housing,"1838 Vintage Rd | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/1838-vintage-rd-20051-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
96,NVAR_0120,exact_timing_units,address_label_variant,NC,9002048,NC|1824 VINTAGE RD|RALEIGH,2,2,1824 VINTAGE RD || 1824 VINTAGE ROAD,NCA19970005 || NCA19979001,1995/1997 || 1995/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970005 || NCA19979001) share state ID 9002048 and standardized primary address NC|1824 VINTAGE RD|RALEIGH. Evidence class: exact_timing_units. Names: 1824 VINTAGE RD || 1824 VINTAGE ROAD. Allocation/PIS pairs: 1995/1997 || 1995/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%221824%20VINTAGE%20RD%22%20%221824%20VINTAGE%20RD%22%20%22RALEIGH%22%20affordable%20housing,"1824 Vintage Rd | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/1824-vintage-rd-19785-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
97,NVAR_0121,exact_timing_units,address_label_variant,NC,9002049,NC|1829 VINTAGE RD|RALEIGH,2,2,1829 VINTAGE RD || 1829 VINTAGE ROAD,NCA19970020 || NCA19979004,1995/1997 || 1995/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970020 || NCA19979004) share state ID 9002049 and standardized primary address NC|1829 VINTAGE RD|RALEIGH. Evidence class: exact_timing_units. Names: 1829 VINTAGE RD || 1829 VINTAGE ROAD. Allocation/PIS pairs: 1995/1997 || 1995/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%221829%20VINTAGE%20RD%22%20%221829%20VINTAGE%20RD%22%20%22RALEIGH%22%20affordable%20housing,"1829 Vintage Rd | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/1829-vintage-rd-19810-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
98,NVAR_0122,exact_timing_units,address_label_variant,NC,9002050,NC|5411 TALSERWOOD DR|RALEIGH,2,2,5411 TALSERWOOD DR || 5411 TALSERWOOD DRIVE,NCA19970080 || NCA19979016,1996/1997 || 1996/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970080 || NCA19979016) share state ID 9002050 and standardized primary address NC|5411 TALSERWOOD DR|RALEIGH. Evidence class: exact_timing_units. Names: 5411 TALSERWOOD DR || 5411 TALSERWOOD DRIVE. Allocation/PIS pairs: 1996/1997 || 1996/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%225411%20TALSERWOOD%20DR%22%20%225411%20TALSERWOOD%20DR%22%20%22RALEIGH%22%20affordable%20housing,"5411 Talserwood Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/5411-talserwood-dr-19838-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
99,NVAR_0123,exact_timing_units,address_label_variant,NC,9002051,NC|5414 TALSERWOOD DR|RALEIGH,2,2,5414 TALSERWOOD DR || 5414 TALSERWOOD DRIVE,NCA19970095 || NCA19979019,1996/1997 || 1996/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970095 || NCA19979019) share state ID 9002051 and standardized primary address NC|5414 TALSERWOOD DR|RALEIGH. Evidence class: exact_timing_units. Names: 5414 TALSERWOOD DR || 5414 TALSERWOOD DRIVE. Allocation/PIS pairs: 1996/1997 || 1996/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%225414%20TALSERWOOD%20DR%22%20%225414%20TALSERWOOD%20DR%22%20%22RALEIGH%22%20affordable%20housing,"5414 Talserwood Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/5414-talserwood-dr-19841-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
100,NVAR_0124,exact_timing_units,address_label_variant,NC,9002053,NC|5422 TALSERWOOD DR|RALEIGH,2,2,5422 TALSERWOOD DR || 5422 TALSERWOOD DRIVE,NCA19970120 || NCA19979022,1996/1997 || 1996/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970120 || NCA19979022) share state ID 9002053 and standardized primary address NC|5422 TALSERWOOD DR|RALEIGH. Evidence class: exact_timing_units. Names: 5422 TALSERWOOD DR || 5422 TALSERWOOD DRIVE. Allocation/PIS pairs: 1996/1997 || 1996/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%225422%20TALSERWOOD%20DR%22%20%225422%20TALSERWOOD%20DR%22%20%22RALEIGH%22%20affordable%20housing,"5422 Talserwood Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/5422-talserwood-dr-19867-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
101,NVAR_0125,exact_timing_units,address_label_variant,NC,9002054,NC|5424 TALSERWOOD DR|RALEIGH,2,2,5424 TALSERWOOD DR || 5424 TALSERWOOD DRIVE,NCA19970130 || NCA19979024,1996/1997 || 1996/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970130 || NCA19979024) share state ID 9002054 and standardized primary address NC|5424 TALSERWOOD DR|RALEIGH. Evidence class: exact_timing_units. Names: 5424 TALSERWOOD DR || 5424 TALSERWOOD DRIVE. Allocation/PIS pairs: 1996/1997 || 1996/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%225424%20TALSERWOOD%20DR%22%20%225424%20TALSERWOOD%20DR%22%20%22RALEIGH%22%20affordable%20housing,"5424 Talserwood Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/5424-talserwood-dr-19869-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
102,NVAR_0126,exact_timing_units,address_label_variant,NC,9002055,NC|5426 TALSERWOOD DR|RALEIGH,2,2,5426 TALSERWOOD DR || 5426 TALSERWOOD DRIVE,NCA19970135 || NCA19979025,1996/1997 || 1996/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970135 || NCA19979025) share state ID 9002055 and standardized primary address NC|5426 TALSERWOOD DR|RALEIGH. Evidence class: exact_timing_units. Names: 5426 TALSERWOOD DR || 5426 TALSERWOOD DRIVE. Allocation/PIS pairs: 1996/1997 || 1996/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%225426%20TALSERWOOD%20DR%22%20%225426%20TALSERWOOD%20DR%22%20%22RALEIGH%22%20affordable%20housing,"5426 Talserwood Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/5426-talserwood-dr-19870-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
103,NVAR_0127,exact_timing_units,address_label_variant,NC,9002056,NC|5428 TALSERWOOD DR|RALEIGH,2,2,5428 TALSERWOOD DR || 5428 TALSERWOOD DRIVE,NCA19970140 || NCA19979026,1996/1997 || 1996/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970140 || NCA19979026) share state ID 9002056 and standardized primary address NC|5428 TALSERWOOD DR|RALEIGH. Evidence class: exact_timing_units. Names: 5428 TALSERWOOD DR || 5428 TALSERWOOD DRIVE. Allocation/PIS pairs: 1996/1997 || 1996/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%225428%20TALSERWOOD%20DR%22%20%225428%20TALSERWOOD%20DR%22%20%22RALEIGH%22%20affordable%20housing,"5428 Talserwood Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/5428-talserwood-dr-19871-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
104,NVAR_0128,exact_timing_units,address_label_variant,NC,9002057,NC|5430 TALSERWOOD DR|RALEIGH,2,2,5430 TALSERWOOD DR || 5430 TALSERWOOD DRIVE,NCA19970145 || NCA19979027,1996/1997 || 1996/1997,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19970145 || NCA19979027) share state ID 9002057 and standardized primary address NC|5430 TALSERWOOD DR|RALEIGH. Evidence class: exact_timing_units. Names: 5430 TALSERWOOD DR || 5430 TALSERWOOD DRIVE. Allocation/PIS pairs: 1996/1997 || 1996/1997. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%225430%20TALSERWOOD%20DR%22%20%225430%20TALSERWOOD%20DR%22%20%22RALEIGH%22%20affordable%20housing,"5430 Talserwood Dr | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/5430-talserwood-dr-19872-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
