singleton_identity_scope_review_id,review_type,current_development_id,current_hud_id,current_development_name,current_scope_status,n_review_group_members,final_identity_decision,member_action,adjudicated_development_id,adjudicated_anchor_hud_id,cluster_status,reviewed_development_name,final_reason_code,physical_property_members,identity_source_title,identity_source_type,identity_source_url,identity_source_statement,count_source_title,count_source_type,count_source_url,count_source_statement,source_assessment,final_scope_status,requires_episode_property_bridge,episode_to_property_bridge_status,geocoding_query_approval,development_name_correction_reason,development_name_correction_source,reviewed_on,review_status,source_rows_changed
SISR_KS_6637_151ST,physical_identity_merge,DEV_KSA19930090,KSA19930090,6637-39 W 151ST PLACE,not_in_review,2,merge_duplicate_source_records_as_one_two_unit_physical_development,merge_to_review_cluster,DEV_KSA19930035,KSA19930035,final_physical_development,6637-6639 WEST 151ST PLACE,same_state_project_year_allocation_and_duplex_with_official_address_correction,Duplex at 6637-6639 West 151st Place,"Overland Park Community Development Agenda, February 17 2014",official_local_government,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,"The city document identifies HUD project KSA1993090 as 6637-39 W 151st Place; the two HUD rows share year, allocation, and duplex identity.","Overland Park Community Development Agenda, February 17 2014",official_local_government,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,The established record reports 2 total and 2 low-income units; values are evidence only and are not applied here.,The records are duplicate representations of one duplex; the ST suffix is rejected in favor of the official PL address.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_generic_duplex_name_with_official_address_name,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,2026-08-11,two_read_complete,FALSE
SISR_LA_VILLA_ASHLEY,physical_identity_merge,DEV_LAA20070012,LAA20070012,VILLA ASHLEY HOMES,not_in_review,2,merge_adjacent_same_year_records_as_one_multi_building_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_LAA20070012,LAA20070012,final_physical_development,VILLA ASHLEY I & II,contemporaneous_sources_identify_one_multiphase_scattered_site_development,Villa Ashley I & II scattered-site duplex development along Villa Ashley Drive; current source sites are 6112 and compound 6116/6118,Baton Rouge Multifamily Report 2007,independent_local_market_report,https://www.batonrougetrends.net/wp-content/uploads/2013/01/Multifamily-2007.pdf,The contemporaneous report identifies Villa Ashley I & II as one 50-unit LIHTC duplex development along Villa Ashley Drive with one developer.,Baton Rouge Multifamily Report 2007,independent_local_market_report,https://www.batonrougetrends.net/wp-content/uploads/2013/01/Multifamily-2007.pdf,"Page 46 reports 50 LIHTC duplex units for Villa Ashley I & II; the 32-unit HUD value is therefore component-level, not project-wide.",The project-level identity is resolved as one multiphase scattered-site development. The current two compound source sites do not provide a complete building inventory and remain unresolved for later parsing.,physical_development_multi_building_or_multisite_scattered_site_identity_resolved_site_inventory_incomplete_units_deferred,FALSE,not_required,not_approved,standardize_project_level_name_from_contemporaneous_report,https://www.batonrougetrends.net/wp-content/uploads/2013/01/Multifamily-2007.pdf,2026-08-11,two_read_complete,FALSE
SISR_LA_VILLA_ASHLEY,physical_identity_merge,DEV_LAA20070110,LAA20070110,VILLA ASHLEY I,not_in_review,2,merge_adjacent_same_year_records_as_one_multi_building_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_LAA20070012,LAA20070012,final_physical_development,VILLA ASHLEY I & II,contemporaneous_sources_identify_one_multiphase_scattered_site_development,Villa Ashley I & II scattered-site duplex development along Villa Ashley Drive; current source sites are 6112 and compound 6116/6118,Baton Rouge Multifamily Report 2007,independent_local_market_report,https://www.batonrougetrends.net/wp-content/uploads/2013/01/Multifamily-2007.pdf,The contemporaneous report identifies Villa Ashley I & II as one 50-unit LIHTC duplex development along Villa Ashley Drive with one developer.,Baton Rouge Multifamily Report 2007,independent_local_market_report,https://www.batonrougetrends.net/wp-content/uploads/2013/01/Multifamily-2007.pdf,"Page 46 reports 50 LIHTC duplex units for Villa Ashley I & II; the 32-unit HUD value is therefore component-level, not project-wide.",The project-level identity is resolved as one multiphase scattered-site development. The current two compound source sites do not provide a complete building inventory and remain unresolved for later parsing.,physical_development_multi_building_or_multisite_scattered_site_identity_resolved_site_inventory_incomplete_units_deferred,FALSE,not_required,not_approved,standardize_project_level_name_from_contemporaneous_report,https://www.batonrougetrends.net/wp-content/uploads/2013/01/Multifamily-2007.pdf,2026-08-11,two_read_complete,FALSE
SISR_MA_VERNON_COURT,physical_identity_merge,DEV_MAB19940070,MAB19940070,HERITAGE AT VERNON COURT,not_in_review,2,merge_former_and_current_names_as_one_physical_property_preserve_source_episode_defer_units,retain_physical_development,DEV_MAB19940070,MAB19940070,final_physical_development,EVANS PARK AT NEWTON CORNER (FORMERLY HERITAGE AT VERNON COURT),official_inventory_identifies_both_names_at_same_historic_property,Historic Vernon Court property at 430 Centre Street,City of Newton Housing Inventory,official_local_government,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,"Newton's housing inventory identifies Evans Park at Newton Corner at 430 Centre Street, the historic Vernon Court property represented by the older Heritage name.",City of Newton Housing Inventory,official_local_government,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,The later source record reports 112 total and 23 low-income units; values are evidence only and are not applied here.,The names are aliases for one physical property; one exact duplicate site row is removed.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,retain_current_and_former_public_property_names,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,2026-08-11,two_read_complete,FALSE
SISR_MA_VERNON_COURT,physical_identity_merge,DEV_MAB00000271,MAB00000271,EVANS PARK AT NEWTON CORNER,not_in_review,2,merge_former_and_current_names_as_one_physical_property_preserve_source_episode_defer_units,merge_to_review_cluster,DEV_MAB19940070,MAB19940070,final_physical_development,EVANS PARK AT NEWTON CORNER (FORMERLY HERITAGE AT VERNON COURT),official_inventory_identifies_both_names_at_same_historic_property,Historic Vernon Court property at 430 Centre Street,City of Newton Housing Inventory,official_local_government,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,"Newton's housing inventory identifies Evans Park at Newton Corner at 430 Centre Street, the historic Vernon Court property represented by the older Heritage name.",City of Newton Housing Inventory,official_local_government,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,The later source record reports 112 total and 23 low-income units; values are evidence only and are not applied here.,The names are aliases for one physical property; one exact duplicate site row is removed.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,retain_current_and_former_public_property_names,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,2026-08-11,two_read_complete,FALSE
SISR_NC_ROLLING_HILLS,physical_identity_merge,DEV_NCA19910400,NCA19910400,ROLLING HILLS APTS,not_in_review,2,merge_duplicate_source_records_as_one_multi_building_physical_development_preserve_episode_once_defer_units,retain_physical_development,DEV_NCA19910400,NCA19910400,final_physical_development,ROLLING HILLS APARTMENTS,same_year_allocation_name_and_complete_address_set_with_owner_confirmation,Six-building Rolling Hills community represented by the seven Ferrell Court address rows,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,The owner reports 110 units; the value is evidence only and is not applied here.,The two records are duplicate property representations. The seven clean address rows are retained once; duplicate and embedded-city variants are removed.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,standardize_owner_property_name,https://www.monroegroup.com/property/rolling-hills/,2026-08-11,two_read_complete,FALSE
SISR_NC_ROLLING_HILLS,physical_identity_merge,DEV_NCA19919144,NCA19919144,ROLLING HILLS,not_in_review,2,merge_duplicate_source_records_as_one_multi_building_physical_development_preserve_episode_once_defer_units,merge_to_review_cluster,DEV_NCA19910400,NCA19910400,final_physical_development,ROLLING HILLS APARTMENTS,same_year_allocation_name_and_complete_address_set_with_owner_confirmation,Six-building Rolling Hills community represented by the seven Ferrell Court address rows,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,The owner reports 110 units; the value is evidence only and is not applied here.,The two records are duplicate property representations. The seven clean address rows are retained once; duplicate and embedded-city variants are removed.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,standardize_owner_property_name,https://www.monroegroup.com/property/rolling-hills/,2026-08-11,two_read_complete,FALSE
SISR_NC_GRAHAM_DUPLEX,physical_identity_merge,DEV_NCA19940140,NCA19940140,1620A & 1620B GRAHAM AVE,not_in_review,2,merge_duplicate_source_records_as_one_duplex_physical_development_preserve_episode_once_defer_units,retain_physical_development,DEV_NCA19940140,NCA19940140,final_physical_development,1620A-1620B GRAHAM AVENUE,same_year_allocation_and_complete_duplex_address,Duplex units 1620A and 1620B Graham Avenue,North Carolina Integrated Care for Kids Housing Guide,public_program_guide,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,The public guide treats 1620A and 1620B Graham Avenue as one property; the HUD rows share year and allocation.,North Carolina Integrated Care for Kids Housing Guide,public_program_guide,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,No reliable development-wide total is used; zero values in one source row are not applied.,The duplicate identity is resolved; the complete A/B site string is retained and the generic 1620 variant is removed.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,standardize_complete_duplex_address_name,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,2026-08-11,two_read_complete,FALSE
SISR_NC_GRAHAM_DUPLEX,physical_identity_merge,DEV_NCA19949090,NCA19949090,PWN 1620A + 1620B GRAHAM AVE,not_in_review,2,merge_duplicate_source_records_as_one_duplex_physical_development_preserve_episode_once_defer_units,merge_to_review_cluster,DEV_NCA19940140,NCA19940140,final_physical_development,1620A-1620B GRAHAM AVENUE,same_year_allocation_and_complete_duplex_address,Duplex units 1620A and 1620B Graham Avenue,North Carolina Integrated Care for Kids Housing Guide,public_program_guide,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,The public guide treats 1620A and 1620B Graham Avenue as one property; the HUD rows share year and allocation.,North Carolina Integrated Care for Kids Housing Guide,public_program_guide,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,No reliable development-wide total is used; zero values in one source row are not applied.,The duplicate identity is resolved; the complete A/B site string is retained and the generic 1620 variant is removed.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,standardize_complete_duplex_address_name,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_FAIRVIEW,physical_identity_merge,DEV_NJA19950055,NJA19950055,FAIRVIEW APTS,not_in_review,2,merge_address_named_and_property_named_records_as_one_physical_development_defer_units,retain_physical_development,DEV_NJA19950055,NJA19950055,final_physical_development,FAIRVIEW APARTMENTS / BILTMORE PLAZA,court_and_official_guide_identify_one_371_377_property_with_canonical_371_address,Fairview Apartments/Biltmore Plaza at the 371-377 Bergen Boulevard complex,Fairview Associates v. Fairview,published_state_supreme_court_opinion,https://law.justia.com/cases/new-jersey/supreme-court/1999/a-19-98-opn.html,"The New Jersey Supreme Court describes one Fairview Associates '94 property at 371-377 Bergen Boulevard, resolving the two HUD address records as one building/property.",New Jersey DCA Bergen County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/bergen.pdf,The official guide lists one 146-unit Fairview Apartments / Biltmore Plaza tax-credit property at 371 Bergen Boulevard.,"The records describe one building/property. The 377 source site is a historical range or address alias, not a second physical observation.",physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_official_property_names,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/bergen.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_FAIRVIEW,physical_identity_merge,DEV_NJA19950067,NJA19950067,371 BERGEN BLVD,not_in_review,2,merge_address_named_and_property_named_records_as_one_physical_development_defer_units,merge_to_review_cluster,DEV_NJA19950055,NJA19950055,final_physical_development,FAIRVIEW APARTMENTS / BILTMORE PLAZA,court_and_official_guide_identify_one_371_377_property_with_canonical_371_address,Fairview Apartments/Biltmore Plaza at the 371-377 Bergen Boulevard complex,Fairview Associates v. Fairview,published_state_supreme_court_opinion,https://law.justia.com/cases/new-jersey/supreme-court/1999/a-19-98-opn.html,"The New Jersey Supreme Court describes one Fairview Associates '94 property at 371-377 Bergen Boulevard, resolving the two HUD address records as one building/property.",New Jersey DCA Bergen County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/bergen.pdf,The official guide lists one 146-unit Fairview Apartments / Biltmore Plaza tax-credit property at 371 Bergen Boulevard.,"The records describe one building/property. The 377 source site is a historical range or address alias, not a second physical observation.",physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_official_property_names,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/bergen.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_WAKEMAN,physical_identity_merge,DEV_NJA19950068,NJA19950068,87 WAKEMAN AVE,not_in_review,3,merge_original_address_named_record_and_later_financing_record_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA19950125,NJA19950125,final_physical_development,WAKEMAN SQUARE,same_property_address_original_financing_and_later_resyndication,Wakeman Square buildings A-G at 87-89 Wakeman Avenue,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",The property identity is resolved; detailed building suffix rows remain unresolved pending site review.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_NJ_WAKEMAN,physical_identity_merge,DEV_NJA19950125,NJA19950125,WAKEMAN SQUARE,not_in_review,3,merge_original_address_named_record_and_later_financing_record_as_one_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_NJA19950125,NJA19950125,final_physical_development,WAKEMAN SQUARE,same_property_address_original_financing_and_later_resyndication,Wakeman Square buildings A-G at 87-89 Wakeman Avenue,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",The property identity is resolved; detailed building suffix rows remain unresolved pending site review.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_NJ_WAKEMAN,physical_identity_merge,DEV_NJA20123140,NJA20123140,WAKEMAN SQUARE #364,not_in_review,3,merge_original_address_named_record_and_later_financing_record_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA19950125,NJA19950125,final_physical_development,WAKEMAN SQUARE,same_property_address_original_financing_and_later_resyndication,Wakeman Square buildings A-G at 87-89 Wakeman Avenue,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",The property identity is resolved; detailed building suffix rows remain unresolved pending site review.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_NJ_RIVER_PARK,physical_identity_merge,DEV_NJA19960095,NJA19960095,RIVER PARK VILLAGE,not_in_review,3,merge_address_named_and_alias_records_as_one_physical_development_preserve_episode_once_defer_units,retain_physical_development,DEV_NJA19960095,NJA19960095,final_physical_development,THE WILLOWS AT ROXBURY (FORMERLY RIVER PARK VILLAGE),municipal_and_owner_sources_identify_one_multiphase_campus_on_one_tax_lot,The Willows at Roxbury/River Park Village Burton Way complex,Roxbury Affordable Housing Monitoring Report,official_local_government,https://www.roxburynj.us/ArchiveCenter/ViewFile/Item/11065,Roxbury records River Park Village as one project on Block 10701 Lot 1 with 122 completed units across 53-unit and 69-unit rounds/phases.,Roxbury Affordable Housing Monitoring Report,official_local_government,https://www.roxburynj.us/ArchiveCenter/ViewFile/Item/11065,Roxbury records River Park Village as one project on Block 10701 Lot 1 with 122 completed units across 53-unit and 69-unit rounds/phases.,The project-level identity is resolved as one multiphase campus on one tax lot. Individual campus addresses remain separate site rows and the site inventory is not asserted complete.,physical_development_multi_building_or_multisite_multiphase_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://livewillows.com/communities/the-willows-at-roxbury/,2026-08-11,two_read_complete,FALSE
SISR_NJ_RIVER_PARK,physical_identity_merge,DEV_NJA19970085,NJA19970085,5 BURTON WAY,not_in_review,3,merge_address_named_and_alias_records_as_one_physical_development_preserve_episode_once_defer_units,merge_to_review_cluster,DEV_NJA19960095,NJA19960095,final_physical_development,THE WILLOWS AT ROXBURY (FORMERLY RIVER PARK VILLAGE),municipal_and_owner_sources_identify_one_multiphase_campus_on_one_tax_lot,The Willows at Roxbury/River Park Village Burton Way complex,Roxbury Affordable Housing Monitoring Report,official_local_government,https://www.roxburynj.us/ArchiveCenter/ViewFile/Item/11065,Roxbury records River Park Village as one project on Block 10701 Lot 1 with 122 completed units across 53-unit and 69-unit rounds/phases.,Roxbury Affordable Housing Monitoring Report,official_local_government,https://www.roxburynj.us/ArchiveCenter/ViewFile/Item/11065,Roxbury records River Park Village as one project on Block 10701 Lot 1 with 122 completed units across 53-unit and 69-unit rounds/phases.,The project-level identity is resolved as one multiphase campus on one tax lot. Individual campus addresses remain separate site rows and the site inventory is not asserted complete.,physical_development_multi_building_or_multisite_multiphase_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://livewillows.com/communities/the-willows-at-roxbury/,2026-08-11,two_read_complete,FALSE
SISR_NJ_RIVER_PARK,physical_identity_merge,DEV_NJA19979041,NJA19979041,THE WILLOWS AT ROXBURY,not_in_review,3,merge_address_named_and_alias_records_as_one_physical_development_preserve_episode_once_defer_units,merge_to_review_cluster,DEV_NJA19960095,NJA19960095,final_physical_development,THE WILLOWS AT ROXBURY (FORMERLY RIVER PARK VILLAGE),municipal_and_owner_sources_identify_one_multiphase_campus_on_one_tax_lot,The Willows at Roxbury/River Park Village Burton Way complex,Roxbury Affordable Housing Monitoring Report,official_local_government,https://www.roxburynj.us/ArchiveCenter/ViewFile/Item/11065,Roxbury records River Park Village as one project on Block 10701 Lot 1 with 122 completed units across 53-unit and 69-unit rounds/phases.,Roxbury Affordable Housing Monitoring Report,official_local_government,https://www.roxburynj.us/ArchiveCenter/ViewFile/Item/11065,Roxbury records River Park Village as one project on Block 10701 Lot 1 with 122 completed units across 53-unit and 69-unit rounds/phases.,The project-level identity is resolved as one multiphase campus on one tax lot. Individual campus addresses remain separate site rows and the site inventory is not asserted complete.,physical_development_multi_building_or_multisite_multiphase_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://livewillows.com/communities/the-willows-at-roxbury/,2026-08-11,two_read_complete,FALSE
SISR_NJ_ROEBLING,physical_identity_merge,DEV_NJA19970090,NJA19970090,ROEBLING VILLAGE INN AFFORDABLE HOUSING,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_NJA19970090,NJA19970090,final_physical_development,ROEBLING VILLAGE INN AFFORDABLE HOUSING,same_property_identity_and_riverside_address_across_original_and_later_financing,Roebling Village Inn at 32 Riverside Avenue,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,The property identity is resolved. The Riverside site is retained once and the unrelated Route 130 row is removed.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_NJ_ROEBLING,physical_identity_merge,DEV_NJA19970107,NJA19970107,32 RIVERSIDE AVE,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA19970090,NJA19970090,final_physical_development,ROEBLING VILLAGE INN AFFORDABLE HOUSING,same_property_identity_and_riverside_address_across_original_and_later_financing,Roebling Village Inn at 32 Riverside Avenue,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,The property identity is resolved. The Riverside site is retained once and the unrelated Route 130 row is removed.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_NJ_ROEBLING,physical_identity_merge,DEV_NJA20123115,NJA20123115,ROEBLING VILLAGE INN AFFORD. HOUSING #447,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA19970090,NJA19970090,final_physical_development,ROEBLING VILLAGE INN AFFORDABLE HOUSING,same_property_identity_and_riverside_address_across_original_and_later_financing,Roebling Village Inn at 32 Riverside Avenue,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,The property identity is resolved. The Riverside site is retained once and the unrelated Route 130 row is removed.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_NJ_BRADFORD,physical_identity_merge,DEV_NJA20009001,NJA20009001,BRADFORD POINTE #565,not_in_review,3,merge_address_named_and_alias_records_as_one_physical_development_preserve_episode_once_defer_units,retain_physical_development,DEV_NJA20009001,NJA20009001,final_physical_development,BRADFORD POINTE / BORDENTOWN APARTMENTS,official_guide_identifies_alias_and_bradford_court_address_range,Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The guide reports 168 apartments; the value is evidence only and is not applied here.,"The property identity is resolved, but the numbered current site rows require later repair against the official address range.",physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,retain_both_official_public_property_names,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_BRADFORD,physical_identity_merge,DEV_NJA20009013,NJA20009013,BORDENTOWN AFFORDABLE APARTMENTS,not_in_review,3,merge_address_named_and_alias_records_as_one_physical_development_preserve_episode_once_defer_units,merge_to_review_cluster,DEV_NJA20009001,NJA20009001,final_physical_development,BRADFORD POINTE / BORDENTOWN APARTMENTS,official_guide_identifies_alias_and_bradford_court_address_range,Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The guide reports 168 apartments; the value is evidence only and is not applied here.,"The property identity is resolved, but the numbered current site rows require later repair against the official address range.",physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,retain_both_official_public_property_names,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,2026-08-11,two_read_complete,FALSE
