singleton_identity_scope_review_id,current_development_id,current_development_site_id,site_key,site_street,site_city,site_state,site_zip,site_action,adjudicated_development_id,site_decision_reason,site_source_title,site_source_type,site_source_url,site_source_statement,geocoding_query_approval,reviewed_on
SISR_CT_PARK_RIVER,DEV_CTA20220005,DEV_CTA20220005_SITE_0001,CT|13 STILLMAN WESTBROOK CT|HARTFORD,13 STILLMAN WESTBROOK COURT,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X048,outside_source_confirms_master_development_but_not_individual_site_address,Connecticut DDS Village at Park River open house,official_state_government,https://portal.ct.gov/dds/searchable-archive/media/latestnews2023/dds-deputy-commissioner-elisa-velardo-attends-open-house-at-supportive-housing-development,"Connecticut DDS identifies one six-phase Village at Park River / Westbrook Village redevelopment, but it does not verify this individual HUD address.",not_approved,2026-08-11
SISR_CT_PARK_RIVER,DEV_CTA20220005,DEV_CTA20220005_SITE_0002,CT|71 PARK RIVER DR|HARTFORD,71 PARK RIVER DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X048,outside_source_confirms_master_development_but_not_individual_site_address,Connecticut DDS Village at Park River open house,official_state_government,https://portal.ct.gov/dds/searchable-archive/media/latestnews2023/dds-deputy-commissioner-elisa-velardo-attends-open-house-at-supportive-housing-development,"Connecticut DDS identifies one six-phase Village at Park River / Westbrook Village redevelopment, but it does not verify this individual HUD address.",not_approved,2026-08-11
SISR_CT_PARK_RIVER,DEV_CTA20220005,DEV_CTA20220005_SITE_0003,CT|74 PARK RIVER DR|HARTFORD,74 PARK RIVER DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X048,outside_source_confirms_master_development_but_not_individual_site_address,Connecticut DDS Village at Park River open house,official_state_government,https://portal.ct.gov/dds/searchable-archive/media/latestnews2023/dds-deputy-commissioner-elisa-velardo-attends-open-house-at-supportive-housing-development,"Connecticut DDS identifies one six-phase Village at Park River / Westbrook Village redevelopment, but it does not verify this individual HUD address.",not_approved,2026-08-11
SISR_CT_PARK_RIVER,DEV_CTA20220005,DEV_CTA20220005_SITE_0004,CT|85 PARK RIVER DR|HARTFORD,85 PARK RIVER DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X048,outside_source_confirms_master_development_but_not_individual_site_address,Connecticut DDS Village at Park River open house,official_state_government,https://portal.ct.gov/dds/searchable-archive/media/latestnews2023/dds-deputy-commissioner-elisa-velardo-attends-open-house-at-supportive-housing-development,"Connecticut DDS identifies one six-phase Village at Park River / Westbrook Village redevelopment, but it does not verify this individual HUD address.",not_approved,2026-08-11
SISR_CT_PARK_RIVER,DEV_CTA20220005,DEV_CTA20220005_SITE_0005,CT|86 PARK RIVER DR|HARTFORD,86 PARK RIVER DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X048,outside_source_confirms_master_development_but_not_individual_site_address,Connecticut DDS Village at Park River open house,official_state_government,https://portal.ct.gov/dds/searchable-archive/media/latestnews2023/dds-deputy-commissioner-elisa-velardo-attends-open-house-at-supportive-housing-development,"Connecticut DDS identifies one six-phase Village at Park River / Westbrook Village redevelopment, but it does not verify this individual HUD address.",not_approved,2026-08-11
SISR_CT_PARK_RIVER,DEV_CTA20220005,DEV_CTA20220005_SITE_0006,CT|MULTIPLE ADDRESSES NEAR 144 MARK TWAIN DR|HARTFORD,MULTIPLE ADDRESSES NEAR 144 MARK TWAIN DRIVE,HARTFORD,CT,06112,retain_unresolved_source_site_for_review,DEV_CTA0000X048,outside_source_confirms_master_development_but_not_individual_site_address,Connecticut DDS Village at Park River open house,official_state_government,https://portal.ct.gov/dds/searchable-archive/media/latestnews2023/dds-deputy-commissioner-elisa-velardo-attends-open-house-at-supportive-housing-development,"Connecticut DDS identifies one six-phase Village at Park River / Westbrook Village redevelopment, but it does not verify this individual HUD address.",not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0001,CT|17 NAHUM DR|HARTFORD,17 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0002,CT|19 NAHUM DR|HARTFORD,19 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0003,CT|20 NAHUM DR|HARTFORD,20 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0004,CT|21 NAHUM DR|HARTFORD,21 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0005,CT|22 NAHUM DR|HARTFORD,22 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0006,CT|23 NAHUM DR|HARTFORD,23 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0007,CT|25 NAHUM DR|HARTFORD,25 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0008,CT|27 NAHUM DR|HARTFORD,27 NAHUM DRIVE,HARTFORD,CT,6112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_CT_WILLOW_CREEK,DEV_CTA20220006,DEV_CTA20220006_SITE_0009,CT|421 GRANBY ST|HARTFORD,421 GRANBY STREET,HARTFORD,CT,06112,retain_unresolved_source_site_for_review,DEV_CTA0000X051,identity_decision_does_not_validate_this_source_site_for_geocoding,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,not_approved,2026-08-11
SISR_GA_MATHEWS_924,DEV_GAA19890010,DEV_GAA19890010_SITE_0001,GA|924 MATHEWS ST SW|ATLANTA,924 MATHEWS ST SW,ATLANTA,GA,30310,keep_verified_physical_site,DEV_GAA19890010,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,Georgia DCA Abernathy Market Study,official_state_housing_agency,https://dca.georgia.gov/document/forms/2016-502abernathy-marketpdf/download,The market study identifies the 922 Mathews property as Seven Courts; the four nearby HUD rows occupy separate street numbers and are conservatively retained as distinct buildings.,not_approved,2026-08-11
SISR_GA_MATHEWS_936,DEV_GAA19900020,DEV_GAA19900020_SITE_0001,GA|936 MATHEWS ST SW|ATLANTA,936 MATHEWS ST SW,ATLANTA,GA,30310,keep_verified_physical_site,DEV_GAA19900020,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,Georgia DCA Abernathy Market Study,official_state_housing_agency,https://dca.georgia.gov/document/forms/2016-502abernathy-marketpdf/download,The market study identifies the 922 Mathews property as Seven Courts; the four nearby HUD rows occupy separate street numbers and are conservatively retained as distinct buildings.,not_approved,2026-08-11
SISR_GA_MATHEWS_922,DEV_GAA19900265,DEV_GAA19900265_SITE_0001,GA|922 MATHEWS ST SW|ATLANTA,922 MATHEWS ST SW,ATLANTA,GA,30310,keep_verified_physical_site,DEV_GAA19900265,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,Georgia DCA Abernathy Market Study,official_state_housing_agency,https://dca.georgia.gov/document/forms/2016-502abernathy-marketpdf/download,The market study identifies the 922 Mathews property as Seven Courts; the four nearby HUD rows occupy separate street numbers and are conservatively retained as distinct buildings.,not_approved,2026-08-11
SISR_GA_MATHEWS_932,DEV_GAA19910045,DEV_GAA19910045_SITE_0001,GA|932 MATHEWS ST SW|ATLANTA,932 MATHEWS ST SW,ATLANTA,GA,30310,retain_unresolved_source_site_for_review,DEV_GAA19910045,outside_source_property_label_conflicts_with_individual_site_street_number,Georgia DCA Abernathy Market Study,official_state_housing_agency,https://dca.georgia.gov/document/forms/2016-502abernathy-marketpdf/download,"The market study lists a resource named 932 Mathews Street SW but gives its address as 933 Mathews Street SW, so the HUD 932 site remains unresolved.",not_approved,2026-08-11
SISR_IL_EVERGREEN_I,DEV_ILA20140012,DEV_ILA20140012_SITE_0001,IL|1353 N CLEVELAND AVE|CHICAGO,1353 N CLEVELAND AVE,CHICAGO,IL,60610,keep_verified_physical_site,DEV_ILA20140012,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,Section 8 Search: Evergreen Tower I,independent_public_housing_directory,https://section8search.org/illinois/chicago/evergreen-tower-i/jazfjjavdjtaqm0529a6s0pv,"The outside directory identifies Evergreen Tower I as a separate 102-unit property at 1353 North Cleveland Avenue, distinct from Tower II at 1343 North Cleveland.",not_approved,2026-08-11
SISR_IL_MAPLE_POINTE,DEV_ILB0000X073,DEV_ILB0000X073_SITE_0001,IL|150 W MAPLE|CHICAGO,150 W MAPLE,CHICAGO,IL,60610,keep_verified_physical_site,DEV_ILB0000X073,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,IHDA Finance Committee Minutes,official_state_housing_finance_agency,https://www.ihda.org/wp-content/uploads/2015/12/Finance-Committee-Minutes_approved.pdf,IHDA identifies Maple Pointe as a 343-unit property in the Standard Illinois transaction; the current 150 West Maple address maps this row to Maple Pointe rather than to the five-property umbrella.,not_approved,2026-08-11
SISR_IL_WALSH_PARK,DEV_ILB0000X074,DEV_ILB0000X074_SITE_0001,IL|1734 N PAULINA ST|CHICAGO,1734 NORTH PAULINA STREET,CHICAGO,IL,60622,keep_verified_physical_site,DEV_ILB0000X074,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,IHDA Finance Committee Minutes,official_state_housing_finance_agency,https://www.ihda.org/wp-content/uploads/2015/12/Finance-Committee-Minutes_approved.pdf,IHDA identifies Walsh Park as a 134-unit property in the Standard Illinois transaction; the current 1734 North Paulina address maps this row to Walsh Park rather than to the five-property umbrella.,not_approved,2026-08-11
SISR_IL_EVERGREEN_II,DEV_ILB0000X083,DEV_ILB0000X083_SITE_0001,IL|1343 N CLEVELAND ST|CHICAGO,1343 N. CLEVELAND ST.,CHICAGO,IL,60610,drop_malformed_redundant_variant,DEV_ILB19980010,reviewed_duplicate_or_malformed_variant_of_a_retained_site,Affordable Housing Hub: Evergreen Tower II,independent_public_housing_directory,https://affordablehousinghub.org/housing/illinois/cook-county/chicago/evergreen-tower-ii-8183-lihtc,"The independent directory identifies one Evergreen Tower II property at 1343 North Cleveland Avenue with 101 total and 82 low-income units, supporting the same-address duplicate merge and rejecting the ST suffix variant.",not_approved,2026-08-11
SISR_IL_EVERGREEN_II,DEV_ILB19980010,DEV_ILB19980010_SITE_0001,IL|1343 N CLEVELAND AVE|CHICAGO,1343 N CLEVELAND AVE,CHICAGO,IL,60610,keep_verified_physical_site,DEV_ILB19980010,outside_source_supports_this_canonical_physical_site,Affordable Housing Hub: Evergreen Tower II,independent_public_housing_directory,https://affordablehousinghub.org/housing/illinois/cook-county/chicago/evergreen-tower-ii-8183-lihtc,"The independent directory identifies one Evergreen Tower II property at 1343 North Cleveland Avenue with 101 total and 82 low-income units, supporting the same-address duplicate merge and rejecting the ST suffix variant.",not_approved,2026-08-11
SISR_IN_TALL_OAKS,DEV_INA19990123,DEV_INA19990123_SITE_0001,IN|306 BINFORD ST|CRAWFORDSVILLE,306 BINFORD ST,CRAWFORDSVILLE,IN,47933,retain_unresolved_source_site_for_review,DEV_INA19990123,retain_source_site_without_physical_or_geocoding_approval,IHCDA Winter 2016,official_state_housing_agency,https://www.in.gov/ihcda/files/IHCDA_winter_2016_WEB_FINAL.pdf,"IHCDA reports that the Culver Union Hospital property served as a hospital until 1984, remained vacant for 31 years, and was reused as Historic Whitlock in 2016, ruling out the HUD row's claimed 1999 Tall Oaks identity at this source address.",not_approved,2026-08-11
SISR_IN_HISTORIC_WHITLOCK,DEV_INA20166173,DEV_INA20166173_SITE_0001,IN|306 BINFORD AVE|CRAWFORDSVILLE,306 BINFORD AVENUE,CRAWFORDSVILLE,IN,47933,retain_unresolved_source_site_for_review,DEV_INA20166173,outside_source_confirms_development_but_not_individual_site_or_street_suffix,IHCDA Winter 2016 Publication,official_state_housing_agency,https://www.in.gov/ihcda/files/IHCDA_winter_2016_WEB_FINAL.pdf,"IHCDA documents the Historic Whitlock redevelopment, but this source does not identify these individual HUD addresses or resolve the 306 Binford Street/Avenue variants.",not_approved,2026-08-11
SISR_IN_HISTORIC_WHITLOCK,DEV_INA20166173,DEV_INA20166173_SITE_0002,IN|306 BINFORD ST|CRAWFORDSVILLE,306 BINFORD ST,CRAWFORDSVILLE,IN,47933,retain_unresolved_source_site_for_review,DEV_INA20166173,outside_source_confirms_development_but_not_individual_site_or_street_suffix,IHCDA Winter 2016 Publication,official_state_housing_agency,https://www.in.gov/ihcda/files/IHCDA_winter_2016_WEB_FINAL.pdf,"IHCDA documents the Historic Whitlock redevelopment, but this source does not identify these individual HUD addresses or resolve the 306 Binford Street/Avenue variants.",not_approved,2026-08-11
SISR_IN_HISTORIC_WHITLOCK,DEV_INA20166173,DEV_INA20166173_SITE_0003,IN|308 DUBOIS AVE|CRAWFORDSVILLE,308 DUBOIS AVENUE,CRAWFORDSVILLE,IN,47933,retain_unresolved_source_site_for_review,DEV_INA20166173,outside_source_confirms_development_but_not_individual_site_or_street_suffix,IHCDA Winter 2016 Publication,official_state_housing_agency,https://www.in.gov/ihcda/files/IHCDA_winter_2016_WEB_FINAL.pdf,"IHCDA documents the Historic Whitlock redevelopment, but this source does not identify these individual HUD addresses or resolve the 306 Binford Street/Avenue variants.",not_approved,2026-08-11
SISR_KS_6637_151ST,DEV_KSA19930035,DEV_KSA19930035_SITE_0001,KS|6637 W 151ST ST|OVERLAND PARK,6637 W 151ST ST,OVERLAND PARK,KS,66223,drop_wrong_source_site,DEV_KSA19930035,outside_source_confirms_this_is_not_a_valid_site_for_the_adjudicated_property,"Overland Park Community Development Agenda, February 17 2014",official_local_government,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,"The city document identifies HUD project KSA1993090 as 6637-39 W 151st Place; the two HUD rows share year, allocation, and duplex identity.",not_approved,2026-08-11
SISR_KS_6637_151ST,DEV_KSA19930090,DEV_KSA19930090_SITE_0001,KS|6637 W 151ST PL|OVERLAND PARK,6637 W 151ST PL,OVERLAND PARK,KS,66223,keep_verified_physical_site,DEV_KSA19930035,outside_source_supports_this_canonical_physical_site,"Overland Park Community Development Agenda, February 17 2014",official_local_government,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,"The city document identifies HUD project KSA1993090 as 6637-39 W 151st Place; the two HUD rows share year, allocation, and duplex identity.",not_approved,2026-08-11
SISR_LA_VILLA_ASHLEY,DEV_LAA20070012,DEV_LAA20070012_SITE_0001,LA|6116 6118 VILLA ASHLEY DR|BATON ROUGE,6116 & 6118 VILLA ASHLEY DRIVE,BATON ROUGE,LA,70806-0000,retain_unresolved_source_site_for_review,DEV_LAA20070012,identity_decision_does_not_validate_this_source_site_for_geocoding,East Baton Rouge Parish Tax Parcel API,official_local_parcel_api,https://maps.brla.gov/gis/rest/services/Cadastral/Tax_Parcel/MapServer/0/query?where=PHYSICAL_ADDRESS%20IN%20%28%276112%20VILLA%20ASHLEY%20DR%27%2C%276116%20VILLA%20ASHLEY%20DR%27%2C%276118%20VILLA%20ASHLEY%20DR%27%29&outFields=ASSESSMENT_NUM%2CPRONO%2COWNER%2CPHYSICAL_ADDRESS%2CSUBDIVISION%2CLOT%2CLEGAL_DESCRIPTION%2CSTATUS&returnGeometry=false&orderByFields=LOT&f=pjson,"The assessor identifies 6118 as lot 59, 6116 as lot 60, and 6112 as lots 61 and 62 under one current owner; the compound and administrative source rows do not form a complete one-site-per-row inventory.",not_approved,2026-08-11
SISR_LA_VILLA_ASHLEY,DEV_LAA20070110,DEV_LAA20070110_SITE_0001,LA|6112 VILLA ASHLEY DR|BATON ROUGE,6112 VILLA ASHLEY DR,BATON ROUGE,LA,70806,retain_unresolved_source_site_for_review,DEV_LAA20070012,identity_decision_does_not_validate_this_source_site_for_geocoding,East Baton Rouge Parish Tax Parcel API,official_local_parcel_api,https://maps.brla.gov/gis/rest/services/Cadastral/Tax_Parcel/MapServer/0/query?where=PHYSICAL_ADDRESS%20IN%20%28%276112%20VILLA%20ASHLEY%20DR%27%2C%276116%20VILLA%20ASHLEY%20DR%27%2C%276118%20VILLA%20ASHLEY%20DR%27%29&outFields=ASSESSMENT_NUM%2CPRONO%2COWNER%2CPHYSICAL_ADDRESS%2CSUBDIVISION%2CLOT%2CLEGAL_DESCRIPTION%2CSTATUS&returnGeometry=false&orderByFields=LOT&f=pjson,"The assessor identifies 6118 as lot 59, 6116 as lot 60, and 6112 as lots 61 and 62 under one current owner; the compound and administrative source rows do not form a complete one-site-per-row inventory.",not_approved,2026-08-11
SISR_MA_VERNON_COURT,DEV_MAB00000271,DEV_MAB00000271_SITE_0001,MA|430 CENTRE ST|NEWTON,430 CENTRE ST,NEWTON,MA,02458,drop_malformed_redundant_variant,DEV_MAB19940070,reviewed_duplicate_or_malformed_variant_of_a_retained_site,City of Newton Housing Inventory,official_local_government,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,"Newton's housing inventory identifies Evans Park at Newton Corner at 430 Centre Street, the historic Vernon Court property represented by the older Heritage name.",not_approved,2026-08-11
SISR_MA_VERNON_COURT,DEV_MAB19940070,DEV_MAB19940070_SITE_0001,MA|430 CENTRE ST|NEWTON,430 CENTRE ST,NEWTON,MA,02458,keep_verified_physical_site,DEV_MAB19940070,outside_source_supports_this_canonical_physical_site,City of Newton Housing Inventory,official_local_government,https://www.newtonma.gov/home/showpublisheddocument/86084/637909883529400000,"Newton's housing inventory identifies Evans Park at Newton Corner at 430 Centre Street, the historic Vernon Court property represented by the older Heritage name.",not_approved,2026-08-11
SISR_MO_11TH_ST,DEV_MOA19920005,DEV_MOA19920005_SITE_0001,MO|202 S 11TH ST|ST JOSEPH,202 S 11TH ST,ST JOSEPH,MO,64501,retain_unresolved_source_site_for_review,DEV_MOA19920005,identity_decision_does_not_validate_this_source_site_for_geocoding,Affordable Housing Hub: 11th St Apartments,independent_public_housing_directory,https://affordablehousinghub.org/housing/missouri/buchanan-county/st-joseph/11th-st-apts-16309-lihtc,"The outside directory identifies 11th Street Apartments at 202 South 11th Street, distinct from the separately listed 9th Street property at 421 South Ninth Street.",not_approved,2026-08-11
SISR_MO_9TH_ST,DEV_MOA19930060,DEV_MOA19930060_SITE_0001,MO|421 S NINTH ST|ST JOSEPH,421 S NINTH ST,ST JOSEPH,MO,64501,retain_unresolved_source_site_for_review,DEV_MOA19930060,identity_decision_does_not_validate_this_source_site_for_geocoding,Affordable Housing 411: 9th St Apartments,independent_public_housing_directory,https://www.affordablehousing411.com/housing/lihtc-details-9th-st-apts-421-s-ninth-st-st-joseph-mo-64501/,"The outside directory identifies 9th Street Apartments at 421 South Ninth Street, distinct from the separately listed 11th Street property at 202 South 11th Street.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19910400,DEV_NCA19910400_SITE_0001,NC|710 FERRELL CT|WINSTON SALEM,710 FERRELL COURT,WINSTON SALEM,NC,27101,retain_unresolved_source_site_for_review,DEV_NCA19910400,outside_source_confirms_development_or_phase_but_not_individual_site_address,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies one six-building Rolling Hills property at 770 Ferrell Court, but this source does not verify this individual building address.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19910400,DEV_NCA19910400_SITE_0002,NC|720 FERRELL CT|WINSTON SALEM,720 FERRELL COURT,WINSTON SALEM,NC,27101,retain_unresolved_source_site_for_review,DEV_NCA19910400,outside_source_confirms_development_or_phase_but_not_individual_site_address,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies one six-building Rolling Hills property at 770 Ferrell Court, but this source does not verify this individual building address.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19910400,DEV_NCA19910400_SITE_0003,NC|730 FERRELL CT|WINSTON SALEM,730 FERRELL COURT,WINSTON SALEM,NC,27101,retain_unresolved_source_site_for_review,DEV_NCA19910400,outside_source_confirms_development_or_phase_but_not_individual_site_address,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies one six-building Rolling Hills property at 770 Ferrell Court, but this source does not verify this individual building address.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19910400,DEV_NCA19910400_SITE_0004,NC|740 FERRELL CT|WINSTON SALEM,740 FERRELL COURT,WINSTON SALEM,NC,27101,retain_unresolved_source_site_for_review,DEV_NCA19910400,outside_source_confirms_development_or_phase_but_not_individual_site_address,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies one six-building Rolling Hills property at 770 Ferrell Court, but this source does not verify this individual building address.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19910400,DEV_NCA19910400_SITE_0005,NC|750 FERRELL CT|WINSTON SALEM,750 FERRELL COURT,WINSTON SALEM,NC,27101,retain_unresolved_source_site_for_review,DEV_NCA19910400,outside_source_confirms_development_or_phase_but_not_individual_site_address,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies one six-building Rolling Hills property at 770 Ferrell Court, but this source does not verify this individual building address.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19910400,DEV_NCA19910400_SITE_0006,NC|760 FERRELL CT|WINSTON SALEM,760 FERRELL COURT,WINSTON SALEM,NC,27101,retain_unresolved_source_site_for_review,DEV_NCA19910400,outside_source_confirms_development_or_phase_but_not_individual_site_address,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies one six-building Rolling Hills property at 770 Ferrell Court, but this source does not verify this individual building address.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19910400,DEV_NCA19910400_SITE_0007,NC|770 FERRELL CT|WINSTON SALEM,770 FERRELL CT,WINSTON SALEM,NC,27101,keep_verified_physical_site,DEV_NCA19910400,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0001,NC|710 FERRELL CT WINSTON SALEM NC 27101|WINSTON SALEM,710 FERRELL COURT WINSTON SALEM NC 27101,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,street_field_repeats_city_state_zip_and_duplicates_a_clean_retained_row,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0002,NC|710 FERRELL CT|WINSTON SALEM,710 FERRELL COURT,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,duplicate_of_the_clean_address_set_retained_from_the_anchor_record,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
