identity_question_id,review_origin,pass1_identity_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_identity_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_title,pass2_source_type,pass2_source_url,pass2_notes,pass2_reviewed_on,final_identity_decision,final_reason_code,address_overlap_class,final_notes,final_reviewed_on,shared_geocoding_query_decision,source_rows_changed
XDAQ_0030,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=APPLE%20%26%20PEACH%20HOUSING%20NC%7C135%20APPLE%20ST%20130%20PEACH%20ST%7CHENDERSON%20NC%20affordable%20housing,"Apple Peach Housing | Affordable Housing in Henderson, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/vance-county/henderson/apple-peach-housing-19883-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0031,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=CAMBRIDGE%20COMMONS%20NC%7C1012%20S%20WASHINGTON%20ST%7CSHELBY%20NC%20affordable%20housing,"Cambridge Commons | Affordable Housing in Shelby, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/cleveland-county/shelby/cambridge-commons-19728-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0032,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=EAST%20CENTER%20VILLAGE%20NC%7C520%20E%20CENTER%20ST%7CLEXINGTON%20NC%20affordable%20housing,Davidson County 2026 Senior Housing Packet,county_housing_record,https://www.co.davidson.nc.us/DocumentCenter/View/13307/2026-Senior-Housing-Packet,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0033,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=THE%20PINES%20AT%20PEACH%20ROAD%20NC%7C300%20STONE%20GROVE%20RD%7CRALEIGH%20NC%20affordable%20housing,City of Raleigh: Pines at Peach Road,municipal_housing_record,https://raleighnc.gov/housing/news/city-celebrates-nearly-300-new-affordable-homes-pines-peach-road-and-birch-branch,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0034,new_two_pass_review,defer,internal_evidence_requires_outside_confirmation,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,retain_separate,distinct_numbered_projects_shared_parcel_label,Google,https://www.google.com/search?q=STANDING%20ROCK%20%234%20ND%7CHOUSE%205001%20BLOCK%202%20LOT%207%7CFORT%20YATES%20ND%20affordable%20housing,North Dakota Housing Finance Agency Master Project List 2026,allocating_agency_record,https://www.ndhousing.nd.gov/sites/default/files/documents/Development/MasterProjectList2026.pdf,Outside read: the state master list separately enumerates Standing Rock New Construction Project #1 and Standing Rock #4. The parcel-style house labels cannot establish one physical development.,2026-08-10,retain_separate,distinct_numbered_projects_shared_parcel_label,parcel_style_label_collision,Retain current physical-development identifiers and the overlap class for later source repair. Do not create a shared query.,2026-08-10,not_approved,FALSE
XDAQ_0035,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=120-126%20WESTFIELD%20AVENUE%20NJ%7C120%20WESTFIELD%20AVE%7CELIZABETH%20NJ%20affordable%20housing,"120-126 Westfield Avenue | Affordable Housing in Elizabeth, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/union-county/elizabeth-city/120-126-westfield-avenue-23098-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0036,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=144-150%20BRUNSWICK%20STREET%20APARTMENTS%20NJ%7C144%20BRUNSWICK%20ST%7CNEWARK%20CITY%20NJ%20affordable%20housing,"144-150 Brunswick Street Apartments | Affordable Housing in Newark, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/essex-county/newark-city/144-150-brunswick-street-apartments-23177-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0037,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=A%20BETTER%20LIFE%20NJ%7C101%2014TH%20AVE%7CNEWARK%20NJ%20affordable%20housing,"A Better Life | Affordable Housing in Newark, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/essex-county/newark/a-better-life-22933-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0038,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=A.M.%20YELENCSIS%20SENIOR%20CITIZENS%20RESIDENCE%20NJ%7C100%20FOREST%20HAVEN%20BLVD%7CEDISON%20NJ%20affordable%20housing,"A.M. Yelencsis Senior Citizens Residence | Affordable Housing in Edison Twp, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/middlesex-county/edison-twp/am-yelencsis-senior-citizens-residence-23288-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0039,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=ABBETT%20AVENUE%20APARTMENTS%20NJ%7C38%2042%20ABBETT%20AVE%7CMORRISTOWN%20TOWN%20NJ%20affordable%20housing,"Abbett Avenue Apartments | Affordable Housing in Morristown, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/morris-county/morristown-town/abbett-avenue-apartments-22803-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0040,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=ACORN%20STRAIGHT%20APARTMENTS%20NJ%7C114%20124%20STRAIGHT%20ST%7CPATERSON%20CITY%20NJ%20affordable%20housing,"Acorn Straight Apartments | Affordable Housing in Paterson, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/passaic-county/paterson-city/acorn-straight-apartments-22450-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0041,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=ANTIOCH%20MANOR%20-%20PHASE%20I%20NJ%7C699%20FERRY%20AVE%7CCAMDEN%20NJ%20affordable%20housing,"Antioch Manor - Phase I | Affordable Housing in Camden, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/camden-county/camden-city/antioch-manor-phase-i-22447-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0042,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=BERKELEY%20TERRACE%20NJ%7C10%20BERKELEY%20TER%7CIRVINGTON%20NJ%20affordable%20housing,"Berkeley Terrace | Affordable Housing in Irvington, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/essex-county/irvington/berkeley-terrace-22935-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0043,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=BRANCH%20VILLAGE%20PHASE%20I%20NJ%7C119%20BRANCH%20VILLAGE%20DR%7CCAMDEN%20NJ%20affordable%20housing,"Branch Village Phase I | Affordable Housing in Camden, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/camden-county/camden/branch-village-phase-i-22951-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0044,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=BRICK%20TOWERS%20-%20PHASE%20I%20NJ%7C671%20683%20MARTIN%20LUTHER%20KING%20JR%20BLVD%7CNEWARK%20CITY%20NJ%20affordable%20housing,"Brick Towers - Phase I | Affordable Housing in Newark City, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/essex-county/newark-city/brick-towers-phase-i-22783-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0045,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=BUENA%20TERRACE%20APARTMENTS%20NJ%7C100%20SUMMERSET%20AVE%7CBUENA%20BORO%20NJ%20affordable%20housing,"Buena Terrace Apartments | Affordable Housing in Buena Boro, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/atlantic-county/buena-boro/buena-terrace-apartments-23097-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0046,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_units_later_episode. No single field was treated as dispositive.",2026-08-10,merge,later_financing_episode_same_physical_development,Google,https://www.google.com/search?q=CAPSTONE%20FAMILY%20HOUSING%20NJ%7C1056%20STUYVESANT%20AVE%7CTRENTON%20NJ%20affordable%20housing,"Capstone Family Housing | Affordable Housing in Trenton, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/mercer-county/trenton-city/capstone-family-housing-22833-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,later_financing_episode_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0047,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=CHAPEL%20HILL%20AFFORDABLES%2C%20LLC%20NJ%7C1100%20ABBY%20RD%7CMIDDLETOWN%20NJ%20affordable%20housing,"Chapel Hill Affordables, Llc | Affordable Housing in Middletown, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/monmouth-county/middletown-twp/chapel-hill-affordables-llc-22497-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0048,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=CHESTNUT%20MONMOUTH%20FAMILY%20HOUSING%20NJ%7C326%20CHESTNUT%20AVE%7CTRENTON%20NJ%20affordable%20housing,"Chestnut Monmouth Family Housing | Affordable Housing in Trenton, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/mercer-county/trenton-city/chestnut-monmouth-family-housing-22484-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0049,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=CHRIST%20CARE%20SENIOR%20NJ%7C400%20GRIMES%20RD%7CSICKERVILLE%20NJ%20affordable%20housing,"Christ Care Senior | Affordable Housing in Sicklerville, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/camden-county/sickerville/christ-care-senior-22767-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0050,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=CRANFORD%20LINCOLN%20SENIOR%20HOUSING%20NJ%7C800%20LINCOLN%20AVE%20E%7CCRANFORD%20NJ%20affordable%20housing,"Cranford Lincoln Senior Housing | Affordable Housing in Cranford, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/union-county/cranford-twp/cranford-lincoln-senior-housing-23207-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0051,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=DEANS%20APARTMENTS%20NJ%7C100%20WOODHAVEN%20DR%7CMONMOUTH%20JUNCTION%20NJ%20affordable%20housing,"Deans Apartments | Affordable Housing in North Brunswick, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/middlesex-county/south-brunswick-twp/deans-apartments-22773-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0052,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=DUMONT%20SENIOR%20HOUSING%20NJ%7C39%20DUMONT%20AVE%7CDUMONT%20NJ%20affordable%20housing,"Dumont Senior Housing | Affordable Housing in Dumont, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/bergen-county/dumont-boro/dumont-senior-housing-22941-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0053,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=EVA%27S%20VILLAGE%20APARTMENTS%20NJ%7C133%20151%20PRINCE%20ST%7CPATERSON%20CITY%20NJ%20affordable%20housing,"Eva&#x27;S Village Apartments | Affordable Housing in Paterson, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/passaic-county/paterson-city/evas-village-apartments-22582-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0054,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_other. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=FAIR%20SHARE%20SENIOR%20HOUSING%2C%20PHASE%20I%20%232012%20NJ%7C4%20HOVTECH%20BLVD%7CMOUNT%20LAUREL%20NJ%20affordable%20housing,NJHMFA Board Agenda: Mount Laurel Senior Housing Phase I,allocating_agency_record,https://www.nj.gov/dca/hmfa/about/boardinfo/agendas/2025_agendas/20250320.pdf,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0055,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=FERRY%20SENIOR%20NJ%7C1801%20DAVIS%20ST%7CCAMDEN%20NJ%20affordable%20housing,"Ferry Senior | Affordable Housing in Camden, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/camden-county/camden-city/ferry-senior-23955-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0056,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=FREEDOM%20VILLAGE%20AT%20WEST%20WINDSOR%20NJ%7COLD%20BEAR%20BROOK%20RD%7CWEST%20WINDSOR%20NJ%20affordable%20housing,"Freedom Village At West Windsor | Affordable Housing in West Windsor, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/mercer-county/west-windsor/freedom-village-at-west-windsor-23035-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0057,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_other. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=FREEDOMS%20LEGACY%20AT%20ROBBINSVILLE%20%232102%20%28FKA%20PROJECT%20FREEDOM%20INC.%29%20NJ%7C223%20HUTCHINSON%20RD%7CROBBINSVILLE%20NJ%20affordable%20housing,"Project Freedom Inc. | Affordable Housing in Robbinsville, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/mercer-county/robbinsville-twp/project-freedom-inc-23126-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0058,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=HAMPTON%20MANOR%20SENIOR%20CITIZEN%20APARTMENTS%20NJ%7C154%20ROUTE%2031%20N%7CHAMPTON%20BORO%20NJ%20affordable%20housing,"Hampton Manor Senior Citizen Apartments | Affordable Housing in Hampton, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/hunterdon-county/hampton-boro/hampton-manor-senior-citizen-apartments-23178-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
