review_index,development_id,review_category,development_name,development_city,development_state,n_project_episodes,first_pis_year,last_pis_year,development_linkage_basis,episode_unit_totals,episode_low_income_unit_totals,state_ids,primary_addresses,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_source_2_title,pass2_source_2_type,pass2_source_2_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
134,DEV_INA20240006,repeated_total_near_year,CHAPMAN CROSSING,CORYDON,IN,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,48,48,IN-22-00400|TCAP-22-017,2002 POOLSIDE DR NW,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240007 (PIS 2024, state ID IN-22-00400, units 48); INA20240006 (PIS 2024, state ID TCAP-22-017, units 48). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CHAPMAN%20CROSSING%22%20%22CORYDON%22%20IN%20housing,"Apartments in Corydon, IN | Chapman Crossing",owner_or_operator,https://chapmancrossing.wodagroup.com/,"Chapman Crossing - 625 Chapman Dr Nw Corydon, IN 47112 | Apartments.com",property_listing_or_public_records,https://www.apartments.com/chapman-crossing-corydon-in/0wzc7z3/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
135,DEV_INA20240008,repeated_total_near_year,CITY VIEW HOMES,MUNCIE,IN,2,2024,2024,normalized_name_identical_multisite_set,28,28,IN-22-04300|TCAP-23-010,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240009 (PIS 2024, state ID IN-22-04300, units 28); INA20240008 (PIS 2024, state ID TCAP-23-010, units 28). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CITY%20VIEW%20HOMES%22%20%22MUNCIE%22%20IN%20housing,"City View Homes, Pivotal, Affordable Housing | Pivotal",housing_directory_or_other_web_source,https://www.pivotal-communities.com/properties/city-view-homes?view=print,City View Homes | Muncie IN - Facebook,housing_directory_or_other_web_source,https://www.facebook.com/profile.php/?id=61551775535214,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
136,DEV_INA20240010,repeated_total_near_year,CITY VIEW HOMES II,MUNCIE,IN,2,2024,2024,normalized_name_identical_multisite_set,33,33,IN-22-01700|TCAP-23-009,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240011 (PIS 2024, state ID IN-22-01700, units 33); INA20240010 (PIS 2024, state ID TCAP-23-009, units 33). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CITY%20VIEW%20HOMES%20II%22%20%22MUNCIE%22%20IN%20housing,MUNCIE CITY VIEW HOMES II LLC — Real Estate Investor,housing_directory_or_other_web_source,https://sfranalytics.com/investors/in/muncie-in/muncie-city-view-homes-ii-llc-in,Muncie City View Homes II LLC - Bizapedia,housing_directory_or_other_web_source,https://www.bizapedia.com/in/muncie-city-view-homes-ii-llc.html,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
137,DEV_INA20240013,repeated_total_near_year,ENGLEWOOD HOMES,INDIANAPOLIS,IN,2,2024,2024,normalized_name_identical_multisite_set,40,40,IN-22-00700|TCAP-22-004,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240014 (PIS 2024, state ID IN-22-00700, units 40); INA20240013 (PIS 2024, state ID TCAP-22-004, units 40). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22ENGLEWOOD%20HOMES%22%20%22INDIANAPOLIS%22%20IN%20housing,"Englewood Homes, 57 N Rural St., Indianapolis, IN - RentCafe",housing_directory_or_other_web_source,https://www.rentcafe.com/housing/in/indianapolis/englewood-homes/default.aspx,"Englewood Homes - apartment for rent in Englewood, Indianapolis ...",housing_directory_or_other_web_source,https://www.point2homes.com/US/Apartment-Buildings/IN/Indianapolis/Englewood-Homes.html,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
138,DEV_INA20240015,repeated_total_near_year,EVANSVILLE TOWNHOMES III,EVANSVILLE,IN,2,2024,2024,normalized_name_identical_multisite_set,64,64,IN-22-00900|TCAP-22-016,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240016 (PIS 2024, state ID IN-22-00900, units 64); INA20240015 (PIS 2024, state ID TCAP-22-016, units 64). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Browser + web search,https://html.duckduckgo.com/html/?q=%22EVANSVILLE%20TOWNHOMES%20III%22%20%22EVANSVILLE%22%20%22SCATTERED%20SITES%22%20affordable%20housing,IHCDA approved development summary — Evansville Townhomes III,official_public,https://www.in.gov/ihcda/files/.All-Approved-Development-Summary-Sheet.pdf,,,,Indiana's approved-development summary identifies Evansville Townhomes III as one 64-unit scattered-site development. The two HUD rows have parallel state financing identifiers and the same project total.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
139,DEV_INA20240017,repeated_total_near_year,FOUNDERS SQUARE SENIOR APARTMENTS,SPEEDWAY,IN,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,60,60,IN-21-00500|TCAP-21-012,2602 FOUNDERS SQUARE DR,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240017 (PIS 2024, state ID IN-21-00500, units 60); INA20240018 (PIS 2024, state ID TCAP-21-012, units 60). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22FOUNDERS%20SQUARE%20SENIOR%20APARTMENTS%22%20%22SPEEDWAY%22%20%222602%20FOUNDERS%20SQUARE%20DR%22%20affordable%20housing,Founders Square Senior Housing | Speedway IN - Facebook,housing_directory_or_other_web_source,https://www.facebook.com/61552423584868/,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
140,DEV_INA20240019,repeated_total_near_year,GARFIELD PARKSIDE TOWNHOMES,INDIANAPOLIS,IN,2,2024,2024,normalized_name_identical_multisite_set,47,47,IN-21-00600|TCAP-23-003,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240020 (PIS 2024, state ID IN-21-00600, units 47); INA20240019 (PIS 2024, state ID TCAP-23-003, units 47). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22GARFIELD%20PARKSIDE%20TOWNHOMES%22%20%22INDIANAPOLIS%22%20IN%20housing,Garfield Parkside Townhomes | Affordable Indianapolis Apartments,housing_directory_or_other_web_source,https://www.garfieldparkside.com/,"Garfield Parkside Townhomes - 401 E Southern Ave Indianapolis, IN 46225 ...",property_listing_or_public_records,https://www.apartments.com/garfield-parkside-townhomes-indianapolis-in/t9eh799/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
141,DEV_INA20240026,repeated_total_near_year,ISABELLE GARDENS,FORT WAYNE,IN,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,66,66,IN-22-01100|TCAP-22-018,2273 IZZIE WAY,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240027 (PIS 2024, state ID IN-22-01100, units 66); INA20240026 (PIS 2024, state ID TCAP-22-018, units 66). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22ISABELLE%20GARDENS%22%20%22FORT%20WAYNE%22%20%222273%20IZZIE%20WAY%22%20affordable%20housing,Isabelle Gardens | NGM,housing_directory_or_other_web_source,https://www.newgenmgnt.com/isabellegardens,"Isabelle Gardens - 2273 Izzie Way Fort Wayne, IN 46805 | Apartments.com",property_listing_or_public_records,https://www.apartments.com/isabelle-gardens-fort-wayne-in/g10gmwx/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
142,DEV_INA20230023,repeated_total_near_year,KHA RAD I,KOKOMO,IN,2,2023,2023,normalized_name_identical_multisite_set,335,335,IN-20-02400|IN-20-02400B,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20230023 (PIS 2023, state ID IN-20-02400B, units 335); INA20230024 (PIS 2023, state ID IN-20-02400, units 335). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Browser + web search,https://html.duckduckgo.com/html/?q=%22KHA%20RAD%20I%22%20%22KOKOMO%22%20%22SCATTERED%20SITES%22%20affordable%20housing,Kokomo Housing Authority financial audit — KHA RAD I,official_public,https://www.in.gov/sboa/WebReports/000001503A.pdf,Kha Rad I — 335-unit property profile,housing_directory_or_other_web_source,https://www.fairhousinghub.com/property/in-kokomo-kha-rad-i-05ccd3,The Kokomo Housing Authority audit identifies KHA RAD I as one 335-unit apartment community composed of four named authority properties.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
143,DEV_INA19980085,repeated_total_near_year,ORCHARD PLACE APTS,FORT WAYNE,IN,2,1998,1998,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,80,80,IN-96-02700,902 E COOK RD,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA19980085 (PIS 1998, state ID IN-96-02700, units 80); INA19989022 (PIS 1998, state ID IN-96-02700, units 80). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22ORCHARD%20PLACE%20APTS%22%20%22FORT%20WAYNE%22%20%22902%20E%20COOK%20RD%22%20affordable%20housing,"Orchard Place Apts - LIHTC Affordable Housing Property in Fort Wayne, IN",housing_directory_or_other_web_source,https://hisec8.com/low-income-housing-tax-credit/indiana/fort-wayne/ina19989022-orchard-place-apts/,"Orchard Place Apts - Affordable Housing in Fort Wayne, IN | Section 8 ...",housing_directory_or_other_web_source,https://section8search.org/indiana/fort-wayne/orchard-place-apts/llx18ha4ptccbfs13j3nb28i,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
144,DEV_INA20240030,repeated_total_near_year,PEBBLE VILLAGE TOWNHOMES,NOBLESVILLE,IN,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,60,60,IN-21-01200|TCAP-22-012,17754 COPSE DRIVE,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240030 (PIS 2024, state ID IN-21-01200, units 60); INA20240031 (PIS 2024, state ID TCAP-22-012, units 60). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Browser + web search,https://html.duckduckgo.com/html/?q=%22PEBBLE%20VILLAGE%20TOWNHOMES%22%20%22NOBLESVILLE%22%20%2217754%20COPSE%20DRIVE%22%20affordable%20housing,Pebble Village Townhomes — Woda Cooper Companies,owner_or_operator,https://www.wodagroup.com/community/pebble-village-townhomes/,Pebble Village Townhomes — 60-unit property profile,housing_directory_or_other_web_source,https://www.renterinsights.com/search/Indiana/Noblesville/Pebble-Village-Townhomes/,"The developer identifies Pebble Village Townhomes at 17754 Copse Drive as one 60-unit development, matching both HUD financing rows.",2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
145,DEV_INA20240033,repeated_total_near_year,RIVERSIDE COMMONS,SCATTERED,IN,2,2024,2024,normalized_name_identical_multisite_set,48,48,IN-21-01600|TCAP-21-010,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240033 (PIS 2024, state ID IN-21-01600, units 48); INA20240034 (PIS 2024, state ID TCAP-21-010, units 48). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22RIVERSIDE%20COMMONS%22%20%22SCATTERED%22%20IN%20housing,Riverside Commons Apartments Ribbon Cutting,housing_directory_or_other_web_source,https://easterdayconstruction.com/2024/05/21/riverside-commons-apartments-ribbon-cutting/,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
146,DEV_INA20240037,repeated_total_near_year,STANLEY TERRACE,PLAINFIELD,IN,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,60,60,IN-22-01500|TCAP-23-007,451 N VINE STREET,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240038 (PIS 2024, state ID IN-22-01500, units 60); INA20240037 (PIS 2024, state ID TCAP-23-007, units 60). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22STANLEY%20TERRACE%22%20%22PLAINFIELD%22%20IN%20housing,"Apartments in Plainfield, IN | Stanley Terrace",owner_or_operator,https://stanleyterrace.wodagroup.com/,"Stanley Terrace | Plainfield, IN | Starting at $1,155 | ForRent.com",housing_directory_or_other_web_source,https://www.forrent.com/in/plainfield/stanley-terrace/gckrqwy,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
147,DEV_INA19960155,repeated_total_near_year,SUTTON PLACE APTS,INDIANAPOLIS,IN,2,1996,1996,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,360,360,IN-96-03500,9350 E 43RD ST,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA19960155 (PIS 1996, state ID IN-96-03500, units 360); INA19969036 (PIS 1996, state ID IN-96-03500, units 360). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22SUTTON%20PLACE%20APTS%22%20%22INDIANAPOLIS%22%20%229350%20E%2043RD%20ST%22%20affordable%20housing,SUTTON PLACE APTS | Low Income Housing | 9350 E 43RD ST Indianapolis ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-sutton-place-apts-9350-e-43rd-st-indianapolis-in-46235/,"Sutton Place Apts | Affordable Apartments for Rent in Indianapolis, IN",housing_directory_or_other_web_source,https://hellosection8.com/id-ina19960155-low-income-apartments-in-in_indianapolis.html,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
148,DEV_INA20240039,repeated_total_near_year,THE 2525,WARSAW,IN,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,60,60,IN-22-01600|TCAP-23-008,2525 E DURBIN STREET,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240039 (PIS 2024, state ID IN-22-01600, units 60); INA20240040 (PIS 2024, state ID TCAP-23-008, units 60). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22THE%202525%22%20%22WARSAW%22%20IN%20housing,Warsaw Indiana Apartments | The 2525,housing_directory_or_other_web_source,https://www.homeatthe2525.com/,"The 2525 | Apartments in Warsaw, IN | Featured Floor Plans",housing_directory_or_other_web_source,https://www.homeatthe2525.com/featuredfloorplans/featured-floor-plans,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
149,DEV_INA20240045,repeated_total_near_year,VILLAGE PREMIER APARTMENTS,FORT WAYNE,IN,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,208,208,IN-22-04000|TCAP-22-019,4209 PLAZA DRIVE,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20240045 (PIS 2024, state ID IN-22-04000, units 208); INA20240046 (PIS 2024, state ID TCAP-22-019, units 208). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Browser + web search,https://html.duckduckgo.com/html/?q=%22VILLAGE%20PREMIER%20APARTMENTS%22%20%22FORT%20WAYNE%22%20IN%20housing,IHCDA board minutes — Village Premier Apartments,official_public,https://www.in.gov/ihcda/files/September-Board-Meeting-Minutes-FINAL.PDF,,,,Indiana housing-agency board materials identify Village Premier Apartments at 4209 Plaza Drive as one 208-unit development and report the same primary state identifier shown in HUD.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
150,DEV_INA20220050,repeated_total_near_year,WC MOVING FORWARD RD 4%,SCATTERED,IN,2,2022,2022,normalized_name_identical_multisite_set,78,78,IN-19-02900|IN-19-02900B,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20220050 (PIS 2022, state ID IN-19-02900B, units 78); INA20220051 (PIS 2022, state ID IN-19-02900, units 78). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22WC%20MOVING%20FORWARD%20RD%204%25%22%20%22SCATTERED%22%20%22SCATTERED%20SITES%22%20affordable%20housing,"Wc Moving Forward Rd 4% - Affordable Housing in Scattered, IN | Section ...",housing_directory_or_other_web_source,https://section8search.org/indiana/scattered/wc-moving-forward-rd-4/deb0e4n2wimy1alv75xmpwmx,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
151,DEV_INA20220052,repeated_total_near_year,WC MOVING FORWARD RD 9%,SCATTERED,IN,2,2022,2022,normalized_name_identical_multisite_set,100,100,IN-19-03000,SCATTERED SITES,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA20220052 (PIS 2022, state ID IN-19-03000, units 100); INA20220055 (PIS 2022, state ID IN-19-03000, units 100). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22WC%20MOVING%20FORWARD%20RD%209%25%22%20%22SCATTERED%22%20%22SCATTERED%20SITES%22%20affordable%20housing,"Wc Moving Forward Rd 9% - Affordable Housing in Scattered, IN | Section ...",housing_directory_or_other_web_source,https://section8search.org/indiana/scattered/wc-moving-forward-rd-9/ppa0r67afwo6sa9ddnk5w3me,"Wc Moving Forward Rd 9% - Affordable Housing in Scattered, IN | Section ...",housing_directory_or_other_web_source,https://section8search.org/indiana/scattered/wc-moving-forward-rd-9/ndjed4skw27pt82av5v7wgqt,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
152,DEV_INA19950210,repeated_total_near_year,WORTHINGTON SENIOR APTS,WORTHINGTON,IN,2,1995,1995,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,25,25,IN-94-11200,240 W ST,accept,duplicate_or_parallel_financing_records,"Internal HUD read: INA19950210 (PIS 1995, state ID IN-94-11200, units 25); INA19959038 (PIS 1995, state ID IN-94-11200, units 25). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22WORTHINGTON%20SENIOR%20APTS%22%20%22WORTHINGTON%22%20%22240%20W%20ST%22%20affordable%20housing,"WORTHINGTON SENIOR APTS | Low Income Housing | 240 W ST Worthington, IN ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-worthington-senior-apts-240-w-st-worthington-in-47471/,"Worthington Senior Apts - Affordable Housing in Worthington, IN ...",housing_directory_or_other_web_source,https://section8search.org/indiana/worthington/worthington-senior-apts/gbz9idvrxu82ywj8ac7imyd4,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
153,DEV_KYA20160012,repeated_total_near_year,MEN'S ADDICTION RECOVERY CAMPUS,BOWLING GREEN,KY,2,2016,2016,normalized_name_identical_multisite_set,45,45,KY-14-023|KY1012-592,1791 OLD LOUISVILLE RD|OLD LOUISVILLE ROAD,accept,duplicate_or_parallel_financing_records,"Internal HUD read: KYA20167424 (PIS 2016, state ID KY1012-592, units 45); KYA20160012 (PIS 2016, state ID KY-14-023, units 45). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22MEN'S%20ADDICTION%20RECOVERY%20CAMPUS%22%20%22BOWLING%20GREEN%22%20%221791%20OLD%20LOUISVILLE%20RD%22%20affordable%20housing,MEN'S ADDICTION RECOVERY CAMPUS | Low Income Housing | 1791 OLD ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-mens-addiction-recovery-campus-1791-old-louisville-rd-bowling-green-ky-42101/,"Men's Addiction Recovery Campus - Bowling Green, Kentucky",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/16126/mens-addiction-recovery-campus-kya00000024,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
154,DEV_MAB20163001,repeated_total_near_year,BC HIGHLAND GLENN,WESTWOOD,MA,2,2016,2020,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,180,162,MA-20-14|MA-21-14,1104-1330 HIGHLAND GLENN ROAD,accept,duplicate_or_parallel_financing_records,"Internal HUD read: MAB20163001 (PIS 2016, state ID MA-20-14, units 180); MAB20200002 (PIS 2020, state ID MA-21-14, units 180). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22BC%20HIGHLAND%20GLENN%22%20%22WESTWOOD%22%20%221104-1330%20HIGHLAND%20GLENN%20ROAD%22%20affordable%20housing,Bc Highland Glenn - UsLowCostHousing,housing_directory_or_other_web_source,https://sec8.uslowcosthousing.com/state/ma/westwood/bc-highland-glenn-20227/,BC HIGHLAND GLENN | Low Income Housing | 1104-1330 HIGHLAND GLENN ROAD ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-bc-highland-glenn-1104-1330-highland-glenn-road-westwood-ma-2090/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
