development_id,hud_id,state_id,development_state,development_name,development_city,proj_add,proj_cty,proj_st,proj_zip,first_pis_year,last_pis_year,n_project_episodes,frozen_total_units,frozen_low_income_units,classification,replacement_total_units,replacement_low_income_units,replacement_count_type,source_1_url,source_1_title,source_1_type,source_1_statement,source_2_url,source_2_title,source_2_type,source_2_statement,reviewer_1,reviewer_2,reviewer_1_reviewed_on,reviewer_2_reviewed_on,source_scope,final_action
DEV_MAB19910045,MAB19910045,10142,MA,KENNEDY BISCUIT LOFTS,CAMBRIDGE,126 FRANKLIN ST,CAMBRIDGE,MA,02139,1991,1991,1,142,28,unresolved_after_two_searches,,,,https://www.google.com/search?q=KENNEDY%20BISCUIT%20LOFTS%20126%20FRANKLIN%20ST%20CAMBRIDGE%20MA,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=KENNEDY%20BISCUIT%20LOFTS%20MA%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MDA20201003,MDA20201003,MD-17-23001,MD,PARK SQUARE HOMES I,BALTIMORE,101 NORTH SCHROEDER STREET,BALTIMORE,MD,21223,2020,2020,1,267,53,unresolved_after_two_searches,,,,https://www.google.com/search?q=PARK%20SQUARE%20HOMES%20I%20101%20NORTH%20SCHROEDER%20STREET%20BALTIMORE%20MD,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=PARK%20SQUARE%20HOMES%20I%20MD%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MDA20240002,MDA20240002,MD-22-16001,MD,520 SOMERSET AVENUE,BALTIMORE,520 SOMERSET STREET,BALTIMORE,MD,21202,2024,2024,1,69,13,official_replacement_exact,69,56,affordable residential units,https://comptroller.baltimorecity.gov/files/11-04-2020-boe-agendapdf,Baltimore Board of Estimates agenda,municipal record,520 Somerset has 69 total units: 56 affordable and 13 market-rate.,https://bpw.maryland.gov/MeetingDocs/2020-Sept-23-Agenda.pdf,Maryland Board of Public Works agenda,state record,"520 Somerset is a 69-unit development offering affordable units for households at or below 30%, 50%, and 60% AMI.",browser_read_1,browser_read_2,2026-08-12,2026-08-12,same physical development; total units agree,replace_low_income_units
DEV_MDA20240003,MDA20240003,MD-18-31001,MD,525 AISQUITH APARTMENTS,BALTIMORE,525 NORTH AVENUE AISQUITH STREET,BALTIMORE,MD,21202,2024,2024,1,123,19,official_replacement_exact,123,99,affordable residential units,https://www.baltimorecitycouncil.com/sites/default/files/02-03-2021%20BOARD%20OF%20ESTIMATES%27%20AGENDA.pdf,Baltimore Board of Estimates agenda,municipal record,525 Aisquith will create 99 affordable units within a 123-unit mixed-income project.,https://dhcd.baltimorecity.gov/files/cfy-2021-caperpdf,Baltimore City CAPER,municipal report,The project will create 99 affordable units in a 123-unit development; the report separately identifies 56 RAD and 48 LIHTC units.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same physical development; total units agree,replace_low_income_units
DEV_MDA20240005,MDA20240005,MD-21-15001-6,MD,BROCK BRIDGE LANDING,JESSUP,7902 BROCK BRIDGE LANDING,JESSUP,MD,20794,2024,2024,1,38,4,official_replacement_exact,38,38,affordable residential units,https://www.aacounty.org/county-executive/steuart-pittman/pittmans-pen/weekly-letter-state-county,Anne Arundel County weekly letter,county record,Brock Bridge Landing has 38 units for families below 60% AMI.,https://mc-7eaf08cc-3802-4bab-9abf-a732-cm.azurewebsites.net/-/media/docs/partners/rental-housing/historical-tax-credits-data/2025/9pct-applications/wells-pointe---reservation-app.pdf,Maryland LIHTC application attachment,state housing-agency document,Brock Bridge Landing: Total Units 38; Low Income Units 38; placed in service June 2024.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same physical development; total units agree,replace_low_income_units
DEV_MDA20240013,MDA20240013,MD-20-32001-8,MD,"GLENARDEN HILLS PHASE III, 4%",LANHAM,8405 HAMLIN STREET,LANHAM,MD,20706,2024,2024,1,114,20,unresolved_after_two_searches,,,,https://www.google.com/search?q=GLENARDEN%20HILLS%20PHASE%20III%2C%204%25%208405%20HAMLIN%20STREET%20LANHAM%20MD,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=GLENARDEN%20HILLS%20PHASE%20III%2C%204%25%20MD%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MDA20240018,MDA20240018,MD-20-24001,MD,HOMES AT OXON HILL,OXON HILL,1313 SOUTHERN AVENUE,OXON HILL,MD,20032,2024,2024,1,163,16,official_replacement_exact,163,147,LIHTC or other income-restricted units,https://homesatoxonhill.com/apply-now/,Homes at Oxon Hill application page,owner page,Of 163 apartments 147 are LIHTC; 3 PRHP and 9 HOME; 16 are unrestricted market rate.,https://princegeorgescountymd.legistar.com/View.ashx?G=F27536A6-66B6-476A-98DA-4A69995461A9&GUID=424C73E6-9A6C-46EE-9948-288BD1AFC585&ID=12859234&M=F,Prince George's County budget report,county report,Homes at Oxon Hill has 163 senior units and 147 will be affordable.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same physical development; total units agree,replace_low_income_units
DEV_MDA20240023,MDA20240023,MD-21-26001,MD,PERKINS IIB (PHASE 2),BALTIMORE,1500 CLAREMONT STREET,BALTIMORE,MD,21231,2024,2024,1,67,12,unresolved_after_two_searches,,,,https://www.google.com/search?q=PERKINS%20IIB%20%28PHASE%202%29%201500%20CLAREMONT%20STREET%20BALTIMORE%20MD,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=PERKINS%20IIB%20%28PHASE%202%29%20MD%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MDA20240032,MDA20240032,MD-22-12001,MD,VILLAGE AT BLENHEIM RUN,HAVRE DE GRACE,1919 AND 1921 PULASKI HIGHWAY,HAVRE DE GRACE,MD,20178-2142,2024,2024,1,51,6,unresolved_after_two_searches,,,,https://www.google.com/search?q=VILLAGE%20AT%20BLENHEIM%20RUN%201919%20AND%201921%20PULASKI%20HIGHWAY%20HAVRE%20DE%20GRACE%20MD,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=VILLAGE%20AT%20BLENHEIM%20RUN%20MD%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MIA19890400,MIA19890400,MI-808,MI,WALTONWOOD APTS,ROCHESTER HILLS,3250 WALTON BLVD,ROCHESTER HILLS,MI,48309,1989,1989,1,121,24,unresolved_after_two_searches,,,,https://www.google.com/search?q=WALTONWOOD%20APTS%203250%20WALTON%20BLVD%20ROCHESTER%20HILLS%20MI,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=WALTONWOOD%20APTS%20MI%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MIA19910400,MIA19910400,MI-2320,MI,WILLOW CREEK PHASE I (STANDISH),STANDISH,905 E CEDAR ST,STANDISH,MI,48658,1991,1991,1,24,4,unresolved_after_two_searches,,,,https://www.google.com/search?q=WILLOW%20CREEK%20PHASE%20I%20%28STANDISH%29%20905%20E%20CEDAR%20ST%20STANDISH%20MI,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=WILLOW%20CREEK%20PHASE%20I%20%28STANDISH%29%20MI%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MOA19900430,MOA19900430,169193,MO,KIRKTOWN PHASE II,KANSAS CITY,7401 LONGVIEW RD,KANSAS CITY,MO,64134,1990,1990,1,12,1,unresolved_after_two_searches,,,,https://www.google.com/search?q=KIRKTOWN%20PHASE%20II%207401%20LONGVIEW%20RD%20KANSAS%20CITY%20MO,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=KIRKTOWN%20PHASE%20II%20MO%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_MOA19940185,MOA19940185,93-010,MO,MARIONVILLE SENIOR APTS,MARIONVILLE,509 S CHESTNUT,MARIONVILLE,MO,65705,1994,1994,1,200,20,unresolved_after_two_searches,,,,https://www.google.com/search?q=MARIONVILLE%20SENIOR%20APTS%20509%20S%20CHESTNUT%20MARIONVILLE%20MO,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=MARIONVILLE%20SENIOR%20APTS%20MO%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NHA20060040,NHA20060040,140,NH,OSSIPEE VILLAGE,OSSIPEE,75 RTE 16B BLDG 4,OSSIPEE,NH,,2006,2006,1,24,2,unresolved_after_two_searches,,,,https://www.google.com/search?q=OSSIPEE%20VILLAGE%2075%20RTE%2016B%20BLDG%204%20OSSIPEE%20NH,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=OSSIPEE%20VILLAGE%20NH%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NJA0000X003,NJA0000X003,NJ-99-99,NJ,540 BROAD,NEWARK,540 BROAD STREET,NEWARK,NJ,07102,,,1,263,52,official_confirmation_current,,,,https://newark.legistar.com/LegislationDetail.aspx?From=RSS&GUID=3F601D86-8987-4586-B571-43F486519C1D&ID=3301309,City of Newark 540 Broad project authorization,municipal record,"The City describes 208 market-rate and 52 low-income apartments at 540 Broad Street, and later describes approximately 265 total apartments.",https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,New Jersey DCA Guide to Affordable Housing,state agency directory,The state guide identifies 540 Broad Street Apartments in Newark as a 263-unit tax-credit rental development.,Wegener,Goodall,2026-08-12,2026-08-12,same physical development; official 52-unit set-aside and compatible total,retain_frozen_counts
DEV_NJA0000X094,NJA0000X094,NJ-99-99,NJ,777 MCCARTER HIGHWAY,NEWARK CITY,777 MCCARTER HIGHWAY,NEWARK CITY,NJ,07102,,,1,370,69,unresolved_after_two_searches,,,,https://www.google.com/search?q=777%20MCCARTER%20HIGHWAY%20777%20MCCARTER%20HIGHWAY%20NEWARK%20CITY%20NJ,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=777%20MCCARTER%20HIGHWAY%20NJ%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NJA20193153,NJA20193153,00618A,NJ,PILGRIM BAPTIST VILLAGE I AND II,NEWARK CITY,291- 319 18TH AVENUE,NEWARK CITY,NJ,07108,2019,2019,1,305,60,unresolved_after_two_searches,,,,https://www.google.com/search?q=PILGRIM%20BAPTIST%20VILLAGE%20I%20AND%20II%20291-%20319%2018TH%20AVENUE%20NEWARK%20CITY%20NJ,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=PILGRIM%20BAPTIST%20VILLAGE%20I%20AND%20II%20NJ%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NJA20200044,NJA20200044,1751,NJ,WALKER HOUSE,NEWARK,540 BROAD STREET,NEWARK,NJ,07102,2020,2020,1,264,50,unresolved_after_two_searches,,,,https://www.google.com/search?q=WALKER%20HOUSE%20540%20BROAD%20STREET%20NEWARK%20NJ,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=WALKER%20HOUSE%20NJ%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYA20040365,NYA20040365,20010866,NY,VACANT BUILDING 2000-BRONX SITE 3,BRONX,958 PROSPECT AVE,BRONX,NY,10459,2004,2004,1,32,2,unresolved_after_two_searches,,,,https://www.google.com/search?q=VACANT%20BUILDING%202000-BRONX%20SITE%203%20958%20PROSPECT%20AVE%20BRONX%20NY,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=VACANT%20BUILDING%202000-BRONX%20SITE%203%20NY%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYB19970010,NYB19970010,IA039716,NY,FILMORE APTS,NEW YORK,223 E SIXTH ST,NEW YORK,NY,10003,1997,1997,1,86,17,official_confirmation_current,86,17,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,Filmore Apartments: 86 total and 17 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,The state administers the 9% credit program and its HFA list records the project.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20000020,NYB20000020,1426,NY,CHELSEA VANGARD,NEW YORK,77 W 24TH ST,NEW YORK,NY,10010,2000,2000,1,301,60,official_confirmation_current,301,60,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,Chelsea Vangard: 301 total and 60 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20000045,NYB20000045,1457,NY,SOUTH COVE,NEW YORK,50 BATTERY PL,NEW YORK,NY,10280,2000,2000,1,208,41,official_confirmation_current,208,41,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,South Cove: 208 total and 41 LIHTC units.,https://www.southcoveplaza.com/about-south-cove-plaza,South Cove owner page,owner page,Confirms 208 residences.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20020025,NYB20020025,1486,NY,350 WEST 43RD STREET,NEW YORK,350 W 43RD ST,NEW YORK,NY,10036,2002,2002,1,321,64,official_scope_conflict,320,64,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,Ivy Towers at 350 West 43rd: 320 total and 64 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYB20030005,NYB20030005,1475,NY,1500 LEXINGTON AVENUE,NEW YORK,1500 LEXINGTON AVE,NEW YORK,NY,10029,2003,2003,1,211,42,official_confirmation_current,211,42,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,1500 Lexington: 211 total and 42 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20030015,NYB20030015,1510,NY,360 WEST 43RD STREET,NEW YORK,360 W 43RD ST,NEW YORK,NY,10036,2003,2003,1,256,51,official_confirmation_current,256,51,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,360 West 43rd: 256 total and 51 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20030060,NYB20030060,1478,NY,BILTMORE,NEW YORK,271 W 47TH ST,NEW YORK,NY,10036,2003,2003,1,464,92,official_confirmation_current,464,92,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,Biltmore: 464 total and 92 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20050013,NYB20050013,NY-04-1546,NY,AVALON CHRYSTIE PLACE I,NEW YORK,229 CHRYSTIE ST,NEW YORK,NY,10002,2005,2005,1,361,72,official_confirmation_current,361,72,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,Avalon Chrystie Place I: 361 total and 72 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20110806,NYB20110806,NY-10-2007,NY,CLINTON PARK,NEW YORK,770 11TH AVE,NEW YORK,NY,10019,2011,2011,1,222,44,official_confirmation_current,222,44,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,Clinton Park: 222 total and 44 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20110809,NYB20110809,1977,NY,25 WASHINGTON STREET APARTMENTS,BROOKLYN,25 WASHINGTON ST,BROOKLYN,NY,11201,2011,2011,1,106,21,official_confirmation_current,106,21,LIHTC units,https://hcr.ny.gov/system/files/documents/2019/05/hfafinancedprojectswithlihtcs.pdf,NYSHFA LIHC projects,state HFA list,25 Washington Street: 106 total and 21 LIHTC units.,https://hcr.ny.gov/low-income-housing-credit-program-9pct,NY HCR LIHTC program,state HFA program page,State HFA source inspected.,browser_read_1,browser_read_2,2026-08-12,2026-08-12,same development; source reports a 20 percent set-aside,retain_frozen_counts
DEV_NYB20195012,NYB20195012,NY-19-2341,NY,ONE WATERLINE SQUARE,NEW YORK,675 WEST 59TH STREET,NEW YORK,NY,10023,2019,2019,1,272,49,unresolved_after_two_searches,,,,https://www.google.com/search?q=ONE%20WATERLINE%20SQUARE%20675%20WEST%2059TH%20STREET%20NEW%20YORK%20NY,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=ONE%20WATERLINE%20SQUARE%20NY%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYC19900008,NYC19900008,NY8902003,NY,QUEENSWOOD MAC,CORONA,5409 100TH ST,CORONA,NY,11368,1990,1990,1,296,59,unresolved_after_two_searches,,,,https://www.google.com/search?q=QUEENSWOOD%20MAC%205409%20100TH%20ST%20CORONA%20NY,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=QUEENSWOOD%20MAC%20NY%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYC19960010,NYC19960010,11-3239704,NY,138 BARCLAY AVE,NEW YORK,138 BARCLAY AVE,NEW YORK,NY,,1996,1996,1,66,13,unresolved_after_two_searches,,,,https://www.google.com/search?q=138%20BARCLAY%20AVE%20138%20BARCLAY%20AVE%20NEW%20YORK%20NY,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=138%20BARCLAY%20AVE%20NY%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYC20040005,NYC20040005,13-4160504,NY,THE ASPEN,NEW YORK,1955 1ST AVE.,NEW YORK,NY,10029,2004,2004,1,231,46,unresolved_after_two_searches,,,,https://www.google.com/search?q=THE%20ASPEN%201955%201ST%20AVE.%20NEW%20YORK%20NY,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=THE%20ASPEN%20NY%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYC20050804,NYC20050804,33-1114876,NY,RIVEREAST,NEW YORK,408 EAST 92ND STREET,NEW YORK,NY,10128,2005,2005,1,196,39,unresolved_after_two_searches,,,,https://www.google.com/search?q=RIVEREAST%20408%20EAST%2092ND%20STREET%20NEW%20YORK%20NY,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=RIVEREAST%20NY%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_NYC20142030,NYC20142030,61-1691458,NY,NORMAN TOWERS,JAMAICA,90-11 160TH STREET,JAMAICA,NY,11432,2014,2014,1,101,20,unresolved_after_two_searches,,,,https://www.google.com/search?q=NORMAN%20TOWERS%2090-11%20160TH%20STREET%20JAMAICA%20NY,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=NORMAN%20TOWERS%20NY%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_OHA20130038,OHA20130038,110093,OH,TERRILL SUITES,RAVENNA,870 CLEVELAND RD,RAVENNA,OH,44266,2013,2013,1,65,5,conflicting_scope_no_exact_replacement,,,,https://portagehousing.org/wp-content/uploads/2024/12/Prviately-Owned-Subsidized-Housing-Family-Units.pdf,Portage Metropolitan Housing Authority subsidized-housing list,local housing-authority list,Terrill Suites has 65 units with rents based on income; the document does not identify LIHTC-restricted units.,https://ohiohome.org/news/documents/annualreport_15.pdf,Ohio Housing Finance Agency annual report,state agency report,Terrill Suites received a 2014 credit allocation for 65 units; it does not report LIHTC-restricted units.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
DEV_PAA19900415,PAA19900415,TC1989-0093,PA,SPRING STREET APTS,CORRY,201 CHORD RD,CORRY,PA,16407,1990,1990,1,48,8,unresolved_after_two_searches,,,,https://www.google.com/search?q=SPRING%20STREET%20APTS%20201%20CHORD%20RD%20CORRY%20PA,Exact property-name and address search,search trail,Reproducible exact property-name and address search trail. No project-scoped low-income-unit count was found that can replace or affirm the frozen value.,https://www.google.com/search?q=SPRING%20STREET%20APTS%20PA%20LIHTC%20units,Exact property-name LIHTC-unit search,search trail,Separate reproducible exact-name LIHTC-unit search trail. No second project-scoped count with a defensible scope match was found.,Wegener,Goodall,2026-08-12,2026-08-12,identity searched; no source establishes a compatible count scope,unresolved_exclude_low_income_share
