mixed_site_question_id,candidate_signal_class,development_ids,development_names,development_anchor_hud_ids,first_pis_year_examples,episode_unit_max_examples,shared_site_key_examples,review_origin,first_read_reviewed_on,outside_read_reviewed_on,final_reviewed_on,n_members,first_read_n_clusters,n_clusters,n_physical_development_clusters,n_nonphysical_umbrella_clusters,first_read_identity_decision,final_identity_decision,first_read_reason_code,final_reason_code,outside_discovery_method,outside_discovery_url,outside_source_member_count,outside_source_title,outside_source_type,outside_source_url,outside_address_agreement,outside_identity_assessment,episode_to_property_bridge_status,shared_geocoding_query_decision,source_rows_changed
MSIR_0034,moderate_identity_evidence,DEV_NDA20070040 | DEV_NDA20079010,STANDING ROCK REHAB #12 | STANDING ROCK REHABILITATION PROJECT #12,NDA20070040 | NDA20079010,2007,39,ND|DOUG SKYE COMPLEX S RIVER RD|FORT YATES,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/north-dakota/fort-yates/standing-rock-rehab-12/dfxbl0q726lq5a14n7zq92qt | https://section8search.org/north-dakota/fort-yates/standing-rock-rehabilitation-project-12/m7dvxauq8lbcidz4jdrk5cbz,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0035,moderate_identity_evidence,DEV_NDA20060037 | DEV_NDA20070045,STANDING ROCK REHAB #13 | STANDING ROCK REHAB #15,NDA20060037 | NDA20070045,2006 | 2007,20 | 30,ND|1333 92ND ST|FORT YATES,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,2,2,2,0,retain_each,retain_each,single_shared_address_crosslist_between_distinct_rehabs,single_shared_address_crosslist_between_distinct_rehabs,focused_web_search,https://www.ndhfa.org/wp-content/uploads/2024/06/MasterProjectList2024.pdf,2,North Dakota Housing Finance Agency master project list,state_housing_agency_property_list,https://www.ndhfa.org/wp-content/uploads/2024/06/MasterProjectList2024.pdf,lists_standing_rock_rehab_13_and_15_as_distinct_projects,supports_final_partition,not_required,not_approved,FALSE
MSIR_0036,moderate_identity_evidence,DEV_NDA20080025 | DEV_NDA20089006,STANDING ROCK REHAB #16 | STANDING ROCK REHABILITATION PROJECT #16,NDA20080025 | NDA20089006,2008,20,ND|WARRIOR ST SIOUX VILG SUB|FORT YATES,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_scattered_site_development,duplicate_source_records_same_scattered_site_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/north-dakota/fort-yates/standing-rock-rehab-16/l49xclrx40npwbq9d3b1ua8q | https://section8search.org/north-dakota/fort-yates/standing-rock-rehabilitation-project-16/icwa7k6r31nl58891vzaadej,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0037,moderate_identity_evidence,DEV_NJA20059035 | DEV_NJA20059115,1118 ADAMS STREET #704 | ADAMS STREET,NJA20059035 | NJA20059115,2005,90,NJ|1118 ADAMS ST|HOBOKEN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,focused_web_search,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/hudson.pdf,2,New Jersey Guide to Affordable Housing,state_affordable_housing_guide,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/hudson.pdf,identifies_one_90_unit_1118_adams_street_property,supports_final_partition,not_required,not_approved,FALSE
MSIR_0038,moderate_identity_evidence,DEV_NJA19910015 | DEV_NJA19919001 | DEV_NJA19919003,220 COOPER STREET | 220 COOPER STREET  #214 | COOPER ST APTS,NJA19910015 | NJA19919001 | NJA19919003,1991,30,NJ|220 COOPER ST|CAMDEN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/camden/220-cooper-street-214/jb9fu3yw64wadt3e95q1y1k7,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0039,moderate_identity_evidence,DEV_NJA20150001 | DEV_NJA20159001,60 NEVADA | 999 BROAD PHASE II,NJA20150001 | NJA20159001,2015,75,NJ|60 NEVADA ST|NEWARK,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,1,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/newark/999-broad-phase-ii/a56powf8unfeawyus6er25zr,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0040,moderate_identity_evidence,DEV_NJA20059002 | DEV_NJA20059146,"ALLAIRE CROSSING #750 | WALL SENIOR CITIZENS HOUSING, LP",NJA20059002 | NJA20059146,2005,66,NJ|2011 NEW BEDFORD RD|WALL,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,1,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/wall/allaire-crossing-750/fhk1zncdb8qc5ymoqidpbo44,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0041,moderate_identity_evidence,DEV_NJA20060125 | DEV_NJA20069001 | DEV_NJA20069034,ANTIOCH MANOR | ANTIOCH MANOR - PHASE I | ANTIOCH MANOR #723,NJA20060125 | NJA20069001 | NJA20069034,2006,64,NJ|1820 VAN BUREN ST|CAMDEN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/camden/antioch-manor-723/o5u0xx83nnccemw134ksmyip,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0042,moderate_identity_evidence,DEV_NJA19990085 | DEV_NJA19999001,ARTISAN'S MILL #538 | ARTISANS MILL RENTAL HOUSING,NJA19990085 | NJA19999001,1999,31,NJ|600 ARTISAN ST|TRENTON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/trenton-city/artisans-mill-rental-housing/zfo3uyoha7570p6v91llfoil | https://section8search.org/new-jersey/trenton/artisans-mill-538/z2816vjdhtnncdlap9ju4rar,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0043,moderate_identity_evidence,DEV_NJA20080040 | DEV_NJA20087012,BIRCH STREET SUPPORTIVE HOUSING | LITC# 06901 - BIRCH STREET SUPPORTIVE HSG,NJA20080040 | NJA20087012,2008,15,NJ|65 BIRCH ST|PATERSON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/paterson/birch-street-supportive-housing/vwmqyh5re580vj8s0j6x3cmw | https://section8search.org/new-jersey/paterson/litc-06901-birch-street-supportive-hsg/kdk2qow9a3iawmwb8rylheg9,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0044,moderate_identity_evidence,DEV_NJA20120936 | DEV_NJA20123022,BRAMHALL AVENUE APARTMENTS | BRAMHALL AVENUE APARTMENTS #520,NJA20120936 | NJA20123022,2012,85,NJ|462 BRAMHALL AVE|JERSEY CITY,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/jersey-city/bramhall-avenue-apartments-520/t3s5l7qcpgvrc0bktninodl0 | https://section8search.org/new-jersey/jersey-city/bramhall-avenue-apartments/iwp1j8kulnaw2tn5f56peypk,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0045,moderate_identity_evidence,DEV_NJA20080175 | DEV_NJA20087021,"BRIDGETON HOPE VI PHASE V | LITC#06915 BRIDGETON HOPE VI, PHASE V",NJA20080175 | NJA20087021,2008,23,NJ|278 COHANSEY ST|BRIDGETON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/bridgeton/bridgeton-hope-vi-phase-i/b71vsguuetvavdg9u57f64l1 | https://section8search.org/new-jersey/bridgeton/litc06915-bridgeton-hope-vi-phase-v/s7pepo6jc11jeft4g3xdntmf,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0046,moderate_identity_evidence,DEV_NJA20195007 | DEV_NJA20195008 | DEV_NJA20200010,CEDAR MEADOW APARTMENTS | CEDAR MEADOWS | CEDAR MEADOWS APARTMENTS #1761,NJA20195007 | NJA20195008 | NJA20200010,2019 | 2020,100,NJ|1450 RAHWAY AVE|AVENEL,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,focused_web_search,https://www.twp.woodbridge.nj.us/DocumentCenter/View/779/Cedar-Meadows-Redevelopment-Plan-Amended-February-2024-PDF,3,Woodbridge Cedar Meadows redevelopment plan,municipal_redevelopment_plan,https://www.twp.woodbridge.nj.us/DocumentCenter/View/779/Cedar-Meadows-Redevelopment-Plan-Amended-February-2024-PDF,confirms_one_cedar_meadows_property,supports_final_partition,not_required,not_approved,FALSE
MSIR_0047,moderate_identity_evidence,DEV_NJA20170008 | DEV_NJA20177019,DALINA MANOR | DALINA MANOR #1516,NJA20170008 | NJA20177019,2017,57,NJ|113 JAMES ST|WOODBRIDGE TWP,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,focused_web_search,https://www.twp.woodbridge.nj.us/DocumentCenter/View/26886/Master-Plan-Amendment-July-2024?bidId=,2,Woodbridge housing plan,municipal_housing_plan,https://www.twp.woodbridge.nj.us/DocumentCenter/View/26886/Master-Plan-Amendment-July-2024?bidId=,confirms_one_57_unit_dalina_manor_property,supports_final_partition,not_required,not_approved,FALSE
MSIR_0048,moderate_identity_evidence,DEV_NJA20153045 | DEV_NJA20159014,DUFFY MANOR AKA DUFFY SCHOOL #1332 | DUFFY SCHOOL,NJA20153045 | NJA20159014,2015,53,NJ|225 W 2ND ST|FLORENCE,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,1,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/florence/duffy-school/nivdvuwhaetdabex8987s9y2,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0049,moderate_identity_evidence,DEV_NJA20120912 | DEV_NJA20123045,ESCHER STREET SRO | ESCHER STREET SRO #304,NJA20120912 | NJA20123045,2012,100,NJ|50 ESCHER ST|TRENTON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/trenton-city/escher-street-sro/pyk2nun0o7p6ov8j2p8fz6bn | https://section8search.org/new-jersey/trenton/escher-street-sro-304/xg6yslngkretk48u36mq0kra,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0050,moderate_identity_evidence,DEV_NJA20090030 | DEV_NJA20096009,EWING INDEPENDENT LIVING | EWING INDEPENDENT LIVING LITC#0752,NJA20090030 | NJA20096009,2009,72,NJ|1015 WHITEHEAD RD EXT|EWING,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/ewing-twp/ewing-independent-living/keud3o7adu0upcz9tlbn1ypb | https://section8search.org/new-jersey/ewing/ewing-independent-living-litc0752/zq4ea33fxn4xrpp7yclm7viu,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0051,moderate_identity_evidence,DEV_NJA20125004 | DEV_NJA20129027,FERRY SENIOR | WHITMAN PARK SENIOR (FERRY SENIOR),NJA20125004 | NJA20129027,2012,50,NJ|2015 FERRY AVE|CAMDEN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,focused_web_search,https://www.nj.gov/dca/hmfa/developers/docs/lihtc/tax/awards/2010/2010_round2_rankings.pdf,2,New Jersey HMFA 2010 family-cycle rankings,state_housing_agency_award_record,https://www.nj.gov/dca/hmfa/developers/docs/lihtc/tax/awards/2010/2010_round2_rankings.pdf,confirms_one_50_unit_ferry_senior_project,supports_final_partition,not_required,not_approved,FALSE
MSIR_0052,moderate_identity_evidence,DEV_NJA20080155 | DEV_NJA20087017,FORREST SENIOR APARTMENTS | LITC#06903 FORREST SENIOR APARTMENTS,NJA20080155 | NJA20087017,2008,43,NJ|376 382 BERGEN AVE|JERSEY CITY,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/jersey-city/forrest-senior-apartments/ztxjt4v8e4kdgpo80rjtrbkz | https://section8search.org/new-jersey/jersey-city/litc06903-forrest-senior-apartments/gbuwu0622eql73ftqvr34831,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0053,moderate_identity_evidence,DEV_NJA20110082 | DEV_NJA20110563 | DEV_NJA20119029,FRANKLIN BLVD. COMMONS URBAN RENEWAL ASSOC. | FRANKLIN BOULEVARD COMMONS | PARKSIDE FAMILY HOUSING,NJA20110082 | NJA20110563 | NJA20119029,2011,66 | 70,NJ|727 FRANKLIN BLVD|SOMERSET,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,2,2,2,0,partition,partition,single_shared_address_crosslist_between_distinct_properties,single_shared_address_crosslist_between_distinct_properties,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/franklin-twp/franklin-boulevard-commons/ckdvubh1cmjdn8n9gknieje2 | https://section8search.org/new-jersey/somerset/parkside-family-housing/hyg26ryneeovqkl80gzfwwms,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0054,moderate_identity_evidence,DEV_NJA20090040 | DEV_NJA20096015,FRANKLIN SENIOR | LITC#0755 FRANKLIN SENIOR HOUSING,NJA20090040 | NJA20096015,2009,94,NJ|1 MILL ST|FRANKLIN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/franklin/franklin-senior/yo2dojs26c48hb3lgnjwpt1v | https://section8search.org/new-jersey/franklin/litc0755-franklin-senior-housing/qp2ro0oekldmg11dcpk255fv,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0055,moderate_identity_evidence,DEV_NJA20120906 | DEV_NJA20123050,GARFIELD SENIOR HOUSING #471 | GARFIELD SENIOR HOUSING PROGRAM,NJA20120906 | NJA20123050,2012,36,NJ|15 COMMERCE ST|GARFIELD,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/garfield-city/garfield-senior-housing-program/n4qfgv1rrddvbvkasoapwp5o | https://section8search.org/new-jersey/garfield/garfield-senior-housing-471/lromxxy0z5pjhoa441t7d11k,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0056,moderate_identity_evidence,DEV_NJA20180003 | DEV_NJA20186015 | DEV_NJA20221013,HILLTOP APARTMENTS | HILLTOP APARTMENTS - LITC# 1514 | HILLTOP SENIOR LITC #2016,NJA20180003 | NJA20186015 | NJA20221013,2018 | 2022,113 | 95,NJ|280 PARK PL|IRVINGTON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,2,2,2,0,partition,partition,duplicate_records_within_distinct_named_buildings,duplicate_records_within_distinct_named_buildings,focused_web_search,https://www.nj.gov/dca/hmfa/developers/docs/lihtc/awards/2020/2020_reservation_list.pdf,3,New Jersey HMFA reservation list,state_housing_agency_award_record,https://www.nj.gov/dca/hmfa/developers/docs/lihtc/awards/2020/2020_reservation_list.pdf,identifies_hilltop_senior_building_2_as_separate_project,supports_final_partition,not_required,not_approved,FALSE
MSIR_0057,moderate_identity_evidence,DEV_NJA20123062 | DEV_NJA20125007 | DEV_NJA20129018,HOBOKEN NORTH HUDSON YMCA | HOBOKEN YMCA | HOBOKEN YMCA #07912,NJA20123062 | NJA20125007 | NJA20129018,2012,96,NJ|1301 WASHINGTON ST|HOBOKEN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,1,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/hoboken/hoboken-ymca-07912/h39fo25ck6ou0u0938iltskr,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0058,moderate_identity_evidence,DEV_NJA20120879 | DEV_NJA20123080,LINCOLN HILL VILLAGE | LINCOLN HILL VILLAGE #647,NJA20120879 | NJA20123080,2012,50,NJ|15 LINCOLN AVE|WEST MILFORD TWP,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/west-milford-twp/lincoln-hill-village/nrz8yqdric1fin5680l2ryvq | https://section8search.org/new-jersey/west-milford/lincoln-hill-village-647/tgxn3l49t97hcbby65q5h1ab,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0059,moderate_identity_evidence,DEV_NJA20050185 | DEV_NJA20069819,LITC#05909 MOUNT HOLLY SENIOR | MOUNT HOLLY SENIOR,NJA20050185 | NJA20069819,2005 | 2006,29,NJ|256 CLIFTON AVE|MT HOLLY,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,focused_web_search,https://library.njcourts.gov/files/civil/affordable-housing/burlington/mount-holly-twp/MountHollyHEFSP.pdf?VersionId=nfu30gobdzmTXBMkpcJq8oyBZlGx.dnQ,2,Mount Holly housing element and fair share plan,municipal_court_filed_housing_plan,https://library.njcourts.gov/files/civil/affordable-housing/burlington/mount-holly-twp/MountHollyHEFSP.pdf?VersionId=nfu30gobdzmTXBMkpcJq8oyBZlGx.dnQ,confirms_one_mount_holly_senior_property,supports_final_partition,not_required,not_approved,FALSE
MSIR_0060,moderate_identity_evidence,DEV_NJA20070185 | DEV_NJA20078015,LITC#05915 PATRIOT VILLAGE | PATRIOT VILLAGE,NJA20070185 | NJA20078015,2007,36,NJ|350 362 PENNINGTON AVE|TRENTON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/trenton-city/patriot-village/qvzaa5z9mxrkobucl3mdo3c9 | https://section8search.org/new-jersey/trenton/litc05915-patriot-village/uval18e5u1cvipcyl63h3pan,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0061,moderate_identity_evidence,DEV_NJA20231016 | DEV_NJA20240017 | DEV_NJA20240018,NEWCOMB SENIOR APARTMENTS PHASE 2 #2015 | NEWCOMB SENIOR APARTMENTS URBAN RENEWAL LLC | NEWCOMB SENIOR APTS. PHASE 2 #2015,NJA20231016 | NJA20240017 | NJA20240018,2023 | 2024,65 | 70,NJ|1035 E ALMOND ST|VINELAND,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,2,2,2,0,partition,partition,duplicate_records_within_distinct_physical_buildings,duplicate_records_within_distinct_physical_buildings,focused_web_search,https://www.vinelandcity.org/wp-content/uploads/2025/06/25-02-27-Vineland-Housing-Plan-DRAFT-wAppendices.pdf,3,City of Vineland housing plan,municipal_housing_plan,https://www.vinelandcity.org/wp-content/uploads/2025/06/25-02-27-Vineland-Housing-Plan-DRAFT-wAppendices.pdf,confirms_phase_i_and_phase_ii_are_two_physical_buildings,supports_final_partition,not_required,not_approved,FALSE
MSIR_0062,moderate_identity_evidence,DEV_NJA20120857 | DEV_NJA20123102,PADUA COURT | PADUA COURT #409,NJA20120857 | NJA20123102,2012,38,NJ|350 SIXTH ST|JERSEY CITY,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/jersey-city/padua-court-409/d4qv37reyj4mehy2bk9tej1h | https://section8search.org/new-jersey/jersey-city/padua-court/ij3jrj8t0lhol114njzx81fz,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0063,moderate_identity_evidence,DEV_NJA19980150 | DEV_NJA19989006,PAVILLION AT LUFTMAN | PAVILLION AT LUFTMAN TOWERS,NJA19980150 | NJA19989006,1998,60,NJ|43 HURLEYS LN|LINCROFT,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/lincroft/pavillion-at-luftman-towers/ry29wpknu5heb1610ny5xqy5 | https://section8search.org/new-jersey/lincroft/pavillion-at-luftman/j2cc21ro28orty592w0whkmr,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0064,moderate_identity_evidence,DEV_NJA20100090 | DEV_NJA20105021 | DEV_NJA20105022,PROVIDENCE SQUARE II | PROVIDENCE SQUARE II  #0907 | PROVIDENCE SQUARE II LITC #0907,NJA20100090 | NJA20105021 | NJA20105022,2010,53,NJ|55 HARVEY ST|NEW BRUNSWICK,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,3,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/new-brunswick-city/providence-square-ii/b6e1kk2el4rk0x365jcq2dw9 | https://section8search.org/new-jersey/new-brunswick/providence-square-ii-0907/alyepeby7ph5rxyxqgaimwxi | https://section8search.org/new-jersey/new-brunswick/providence-square-ii-litc-0907/mxedfjzx3sb5l8oc2fvmor7t,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0065,moderate_identity_evidence,DEV_NJA20039073 | DEV_NJA20120846 | DEV_NJA20123114,RIVER DRIVE RESIDENCE | RIVER DRIVE RESIDENCE #610 | RIVER ROAD RESIDENCE #610,NJA20039073 | NJA20120846 | NJA20123114,2003 | 2012,100,NJ|45 RIVER DR|PASSAIC,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,1,1,1,0,merge_all,merge_all,same_property_later_financing_episode,same_property_later_financing_episode,focused_web_search,https://www.novoco.com/documents116033/new-jersey-lihtc-properties-to-2021-082023.pdf,3,New Jersey LIHTC property list,public_lihtc_property_list,https://www.novoco.com/documents116033/new-jersey-lihtc-properties-to-2021-082023.pdf,confirms_later_financing_of_same_river_drive_property,supports_final_partition,not_required,not_approved,FALSE
MSIR_0066,moderate_identity_evidence,DEV_NJA20120804 | DEV_NJA20123162,SIERRA GARDENS | YMCA SIERRA GARDENS #656,NJA20120804 | NJA20123162,2012,33,NJ|144 MADISON AVE|ELIZABETH,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/elizabeth-city/sierra-gardens/stkhsbg5bf7w4b3rnnecdyke | https://section8search.org/new-jersey/elizabeth/ymca-sierra-gardens-656/l8wkw6qwgvjusxx6kau0kz1r,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0067,moderate_identity_evidence,DEV_NJA19980165 | DEV_NJA19989011,STEPPING STONES COMMONS | STEPPING STONES COMMONS #504,NJA19980165 | NJA19989011,1998,64,NJ|27 N CLINTON AVE|TRENTON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/trenton-city/stepping-stones-commons/h1rok01ayty94wtcz42di8nf | https://section8search.org/new-jersey/trenton/stepping-stones-commons-504/c3zi7zygervbulhhw2lzuzvi,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
