review_question_id,identical_address_set_id,internal_identity_decision,internal_reason_code,internal_notes,internal_reviewed_on,external_identity_decision,external_search_engine,external_search_url,external_source_title,external_source_type,external_source_url,external_notes,external_reviewed_on,final_identity_decision,final_reason_code,address_set_assessment,final_notes,final_reviewed_on,shared_geocoding_query_decision,source_rows_changed
IASR_044,IAS0984,merge_all,same_state_id_same_property,Flicker Residence variants share state project number 629 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Flicker%20Residence%20629%20Voorhees%20New%20Jersey,Affordable Housing Guide: Camden County,state_agency,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/camden.pdf,The state guide identifies the Flicker Residence property corresponding to project 629.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_045,IAS0985,merge_all,same_state_id_same_property,Spruce Gardens records share state project number 05410 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Spruce%20Gardens%2005410%20Newark%20New%20Jersey,Spruce Gardens 05410,public_property_directory,https://affordablehousinghub.org/housing/new-jersey/essex-county/newark/spruce-gardens-05410-22443-lihtc,The public property record identifies one Spruce Gardens project under number 05410.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_046,IAS0986,merge_all,same_property_later_financing,Essex Plaza One repeats as a later financing record for the same address set.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Essex%20Plaza%20One%20New%20Jersey%20LIHTC,NJHMFA Four-Percent Awards Through June 2025,allocating_agency,https://www.nj.gov/dca/hmfa/developers/docs/lihtc/tax/awards/4percent_through_june3_2025.pdf,NJHMFA identifies the later Essex Plaza One financing at the existing property.,2026-08-10,merge_all,later_financing_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_047,IAS0987,merge_all,same_state_id_same_property,Cottage Place II records share state project number 738 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Cottage%20Place%20II%20738%20Newark%20New%20Jersey,NJHMFA Eligible Property Master List,allocating_agency,https://www.nj.gov/dca/hmfa/consumers/docs/MasterList-EligibleProperties_rentfreeze.pdf,The NJHMFA master list identifies one Cottage Place II property under the reviewed project number.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_048,IAS0988,merge_all,same_state_id_same_property,Huntington-Schuyler records share state project number 564 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Huntington%20Schuyler%20564%20New%20Jersey%20LIHTC,New Jersey LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/new-jersey-lihtc-properties-through-2023-072025.pdf,The state compilation identifies one Huntington-Schuyler property under project 564.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_049,IAS0990,merge_all,same_property_renamed_or_redeveloped,Camp Kilmer Phase A and Truman Square Phase A are alternative names for the same redevelopment phase.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Camp%20Kilmer%20Phase%20A%20Truman%20Square%20Phase%20A%20New%20Jersey,Truman Square at Former Camp Kilmer,developer,https://midatlanticeng.com/truman-square-development-at-former-camp-kilmer-site,The project record identifies Truman Square Phase A at the former Camp Kilmer site.,2026-08-10,merge_all,renamed_redevelopment_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_050,IAS0998,merge_all,same_property_renamed_or_redeveloped,Glassworks at Aberdeen and The Willows at Glassworks are alternative names for one development.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Glassworks%20at%20Aberdeen%20Willows%20at%20Glassworks%20New%20Jersey,Affordable Housing Guide: Monmouth County,state_agency,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/monmouth.pdf,The state guide links Glassworks at Aberdeen and The Willows at Glassworks as one property.,2026-08-10,merge_all,renamed_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_051,IAS1001,merge_all,same_state_id_same_property,"Gregory School/Garrett Estates Annex variants have the same timing, units, and address set.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Gregory%20School%20Garrett%20Estates%20Annex%20New%20Jersey%20LIHTC,Gregory School Garrett Estates Annex,public_property_directory,https://affordablehousinghub.org/housing/new-jersey/monmouth-county/long-branch/gregory-school-garrett-estates-annex-24054-lihtc,The public record identifies the combined Gregory School/Garrett Estates Annex property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_052,IAS1002,merge_all,same_state_id_same_property,Woodrow Wilson III name variants share the same state identity and facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Woodrow%20Wilson%20III%20Long%20Branch%20New%20Jersey%20LIHTC,NJHMFA Eligible Property Master List,allocating_agency,https://www.nj.gov/dca/hmfa/consumers/docs/MasterList-EligibleProperties_rentfreeze.pdf,The NJHMFA master list identifies the Woodrow Wilson III property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_053,IAS1005,merge_all,same_state_id_same_property,Riverwalk Senior records share state project number 677 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Riverwalk%20Senior%20677%20New%20Jersey,NJHMFA Eligible Property Master List,allocating_agency,https://www.nj.gov/dca/hmfa/consumers/docs/MasterList-EligibleProperties_rentfreeze.pdf,The NJHMFA master list identifies one Riverwalk Senior property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_054,IAS1007,merge_all,same_state_id_same_property,Willows at Little Egg Harbor variants share state project number 1741 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Willows%20at%20Little%20Egg%20Harbor%201741,The Willows at Little Egg Harbor,property_manager,https://livewillows.com/communities/the-willows-at-little-egg-harbor/,The current property site identifies one Willows at Little Egg Harbor development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_055,IAS1012,merge_all,same_property_later_financing,Godwin Towers records share project number 536 and represent the same property over time.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Godwin%20Towers%20536%20Paterson%20New%20Jersey,Godwin Towers 536,public_property_directory,https://affordablehousinghub.org/housing/new-jersey/passaic-county/paterson/godwin-towers-536-23920-lihtc,The public record identifies one Godwin Towers property under project 536.,2026-08-10,merge_all,later_financing_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_056,IAS1013,merge_all,same_name_same_property_unit_scope_conflict,Cornerstone at Delanco records otherwise match; 63 versus 64 units is a one-unit reporting difference.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Cornerstone%20at%20Delanco%2064%20units%20New%20Jersey,Traffic Impact Study,municipal_record,https://www.hopewelltwp.org/DocumentCenter/View/17662/B88-L5021-Traffic-Impact-Study,The public study identifies Cornerstone at Delanco as a 64-unit development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_057,IAS1020,merge_all,same_property_renamed_or_redeveloped,Montgomery Family Phase I and Mill Creek are names for the same redevelopment.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Montgomery%20Family%20Phase%20I%20Mill%20Creek%20Jersey%20City,Jersey City Housing Authority Annual Plan,housing_authority,https://www.jerseycityha.org/_files/ugd/e9e5c0_e0f0d60168b3457dbf98d7b4ba5d0470.pdf,The housing authority states that Mill Creek was originally identified as Montgomery Family Phase I.,2026-08-10,merge_all,renamed_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_058,IAS1022,merge_all,same_name_timing_address_set,Valley Road and Valley Road Residential have matching facts and location.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Valley%20Road%20Residential%20West%20Orange%20New%20Jersey,Valley Road Residential,developer,https://www.thealpertgroup.com/properties/valley-road-residential/,The developer identifies one Valley Road Residential property at the reviewed location.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_059,IAS1027,merge_all,same_state_id_same_property,Red Oak Apartments/Manor records share state project number 582 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Red%20Oak%20Manor%20582%20New%20Jersey%20LIHTC,New Jersey LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/new-jersey-lihtc-properties-through-2023-072025.pdf,The state compilation identifies one Red Oak property under project 582.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_060,IAS1028,merge_all,same_name_timing_address_set,AHEPA Highland name variants have matching project facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=AHEPA%20Highland%20Apartments%20New%20Jersey,Affordable Housing Guide: Middlesex County,state_agency,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/middlesex.pdf,The state guide identifies the AHEPA Highland Apartments property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_061,IAS1030,merge_all,same_state_id_same_property,Keansburg records share project number 1650 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Keansburg%201650%20New%20Jersey%20LIHTC,NJHMFA Eligible Property Master List,allocating_agency,https://www.nj.gov/dca/hmfa/consumers/docs/MasterList-EligibleProperties_rentfreeze.pdf,The NJHMFA master list identifies the reviewed Keansburg property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_062,IAS1038,merge_all,same_name_timing_address_set,Seaside Senior name variants have matching facts and location.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Seaside%20Senior%20Apartments%20New%20Jersey%20LIHTC,Seaside Senior Apartments Financing Announcement,state_agency,https://nj.gov/dca/news/news/2016/approved/20160802.html,The state announcement identifies one Seaside Senior Apartments development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_063,IAS1041,merge_all,same_state_id_same_property,Roebling Village Inn variants share project number 447 and the same development facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Roebling%20Village%20Inn%20447%20New%20Jersey,Affordable Housing Guide: Burlington County,state_agency,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies the Roebling Village Inn affordable property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_064,IAS1046,merge_all,same_state_id_same_property,Palisades records share project number 611 and otherwise match.,2026-08-10,merge_all,Google,https://www.google.com/search?q=The%20Palisades%20611%20Union%20City%20New%20Jersey,The Palisades 611,public_property_directory,https://affordablehousinghub.org/housing/new-jersey/hudson-county/union-city/the-palisades-611-23340-lihtc,The public property record identifies one Palisades project under number 611.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_065,IAS1048,merge_all,same_property_renamed_or_redeveloped,Fair Share Senior Housing Phase I and Mount Laurel Senior Housing are the same 70-unit development.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Fair%20Share%20Senior%20Housing%20Mount%20Laurel%20Senior%20Housing%20New%20Jersey,Department of Community Affairs Budget Response,state_agency,https://pub.njleg.state.nj.us/publications/budget/governors-budget/2026/dca_response_2026.pdf,The state budget response identifies the Fair Share/Mount Laurel senior housing development as the same project.,2026-08-10,merge_all,renamed_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_066,IAS1049,merge_all,same_property_renamed_or_redeveloped,Maple Shade Mews and Maple Shade Senior Housing have matching facts and address set.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Maple%20Shade%20Mews%20Maple%20Shade%20Senior%20Housing%20New%20Jersey,Maple Shade Township Affordable Housing,public_property_directory,https://hellosection8.com/id-nja20049032-low-income-apartments-in-nj_mapleshadetwp..html,The public property record connects the reviewed Maple Shade senior property names.,2026-08-10,merge_all,renamed_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_067,IAS1059,merge_all,same_state_id_same_property,Holmdel records share project number 2009 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Holmdel%202009%20New%20Jersey%20LIHTC,New Jersey LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/new-jersey-lihtc-properties-through-2023-072025.pdf,The state compilation identifies one Holmdel project under number 2009.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_068,IAS1060,merge_all,same_state_id_same_property,Lafayette Senior Living variants share project number 654 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Lafayette%20Senior%20Living%20Center%20654%20Jersey%20City,Lafayette Senior Living Center 654,public_property_directory,https://affordablehousinghub.org/housing/new-jersey/hudson-county/jersey-city/lafayette-senior-living-center-654-22845-lihtc,The public property record identifies one Lafayette Senior Living Center under project 654.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_069,IAS1062,merge_all,same_property_renamed_or_redeveloped,Heritage House and Fern Avenue Residence are alternative names for one property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Heritage%20House%20Fern%20Avenue%20Residence%20Orange%20New%20Jersey,Mark-to-Market Transactions,federal_record,https://www.hud.gov/sites/dfiles/Housing/documents/M2M_Transactions_20190628.pdf,HUD's transaction record connects the reviewed Heritage House/Fern Avenue property.,2026-08-10,merge_all,renamed_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_070,IAS1063,merge_all,same_state_id_same_property,Three Northgate II variants share project number 741 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Northgate%20II%20741%20New%20Jersey%20LIHTC,New Jersey LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/new-jersey-lihtc-properties-through-2023-072025.pdf,The state compilation identifies one Northgate II property under project 741.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_071,IAS1077,merge_all,same_name_timing_address_set,North Brunswick name variants have matching facts and address set.,2026-08-10,merge_all,Google,https://www.google.com/search?q=North%20Brunswick%20affordable%20apartments%20New%20Jersey%20LIHTC,Affordable Housing in North Brunswick,public_property_directory,https://hellosection8.com/all-low-income-apartment-for-rent-in-nj_northbrunswick-1.html,The public list identifies the reviewed North Brunswick property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_072,IAS1084,merge_all,same_state_id_same_property,Cornerstone at Lacey variants have matching state identity and development facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Cornerstone%20at%20Lacey%20New%20Jersey%20LIHTC,NJHMFA Four-Percent Awards,allocating_agency,https://nj.gov/dca/hmfa/developers/docs/lihtc/tax/awards/4percent_through_jan2023.pdf,NJHMFA identifies the Cornerstone at Lacey development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_073,IAS1085,merge_all,same_state_id_same_property,City Hall Senior records share project number 1729 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=City%20Hall%20Senior%201729%20New%20Jersey%20LIHTC,NJHMFA Tax Credit Analyst Assignments,allocating_agency,https://nj.gov/dca/hmfa/developers/docs/lihtc/compliance/tc_comp_analyst_assign_county.pdf,NJHMFA identifies one City Hall project under number 1729.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_074,IAS1117,merge_all,same_property_later_financing,Sutton repeats as a later preservation record for the same 246-unit property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Sutton%20Apartments%20Amherst%20New%20York%20preservation%20246%20units,Amherst IDA Project File,local_authority,https://www.amherstida.com/app/file/100221,The IDA record describes preservation of the existing 246-unit Sutton property.,2026-08-10,merge_all,later_preservation_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_075,IAS1119,merge_all,same_name_same_property_unit_scope_conflict,Bruckner records use the same name and addresses; 419 versus 77 reflects inconsistent unit scope.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Bruckner%20by%20the%20Bridge%20419%20units%20Bronx,The Doe Fund Tax Filing,nonprofit_record,https://www.doe.org/wp-content/uploads/2016/10/B005543DOC201400065065-1.pdf,The retained filing identifies the Bruckner property as a 419-unit development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_076,IAS1120,merge_all,same_name_same_property_unit_scope_conflict,Bedford Greenhouse records describe the same two-building development; 250 versus 251 is an off-by-one scope difference.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Bedford%20Greenhouse%20Bronx%20250%20units%20two%20buildings,NYC Housing Development Corporation Financing Memo,housing_authority,https://www.nychdc.com/sites/default/files/2023-05/0.%20Approval%20of%20Auth%20Reso%20Multi%20Family%20Housing%20Revenue%20Bonds%202023%20Series%20A-D%20and%20Approval%20of%20Loans%20and%20SUN%20Loan-Final%20Signed.pdf,"The HDC memo describes one 415-unit, two-building Bedford development with 250 affordable units.",2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_077,IAS1132,merge_all,same_name_timing_address_set,"PRC Andrews Avenue name variants have matching timing, units, and address set.",2026-08-10,merge_all,Google,https://www.google.com/search?q=PRC%20Andrews%20Avenue%20Bronx%20affordable%20housing,People Restoring Communities,developer,https://peoplerestoringcommunities.com/,The developer's property materials identify the PRC Andrews Avenue development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_078,IAS1136,merge_all,same_name_same_property_unit_scope_conflict,"All Saints records have the same name, year, and addresses; 99 versus 258 is an unresolved source scope conflict.",2026-08-10,merge_all,Google,https://www.google.com/search?q=All%20Saints%20Housing%20New%20York%2099%20units%20258,New York City Council Legislation Report,municipal_record,https://legistar.council.nyc.gov/ViewReport.ashx?Extra=WithText&GID=61&GUID=CAEC709F-3E67-40CB-9C91-C3F399740EFF&ID=444781&M=R&N=Master&Title=Legislation+Details+%28With+Text%29,"The council record describes one three-building, 99-unit All Saints project at the reviewed sites.",2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_079,IAS1137,merge_all,same_name_same_property_unit_scope_conflict,"Target V records share name, timing, and address set; 39 versus 83 remains a unit-scope conflict.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Target%20Apartments%20V%20Bronx%20LIHTC,Target Apartments V,public_property_directory,https://hudhousingnetwork.com/ny/bronx/bronx/low-income-housing-details/32350/target-apartments-v,The public property record identifies the Target Apartments V development at the reviewed location.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_080,IAS1168,merge_all,same_name_timing_address_set,Livonia Commons name variants have matching development facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Livonia%20Commons%20Brooklyn%20affordable%20housing,New York City Council Legislation,municipal_record,https://legistar.council.nyc.gov/LegislationDetail.aspx?GUID=5F7CB9E4-2BB7-4244-A30F-5BCBFC9922CB&ID=452934&Options=&Search=,The city record identifies the Livonia Commons development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_081,IAS1170,merge_all,same_property_later_financing,Elmwood repeats as a later preservation episode for the same property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Elmwood%20Apartments%20Buffalo%20New%20York%20preservation,Erie County IDA Project 250,local_authority,https://www.ecidany.com/app/project/250,The IDA identifies renovation and preservation of the existing Elmwood property.,2026-08-10,merge_all,later_preservation_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_082,IAS1175,merge_all,same_name_same_property_unit_scope_conflict,St. Mary's Park records have the same name and address set; 733 versus 1046 remains a source scope conflict.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Saint%20Marys%20Park%20Bronx%20LIHTC%20733%201046,Saint Mary's Park,public_property_directory,https://affordablehousinghub.org/housing/new-york/bronx-county/bronx/saint-marys-park-33402-lihtc,The public record identifies one Saint Mary's Park property corresponding to the reviewed addresses.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_083,IAS1180,merge_all,same_name_timing_address_set,Dr. Betty Shabazz name variants have matching timing and address set.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Dr%20Betty%20Shabazz%20Apartments%20New%20York%20LIHTC,New York LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/new-york-lihtc-properties-through-2023-072025.pdf,The state compilation identifies the Dr. Betty Shabazz development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_084,IAS1182,merge_all,same_name_same_property_unit_scope_conflict,"Navy Pier/Homeport records share names, year, and addresses; 504 total units versus 115 LIHTC units are different scopes.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Homeport%20Navy%20Pier%20Staten%20Island%20504%20115%20units,Homeport Navy Pier,public_property_directory,https://affordablehousinghub.org/housing/new-york/richmond-county/staten-island/homeport-navy-pier-aka-2263-31937-lihtc,The public record explicitly reports 504 total units and 115 LIHTC units for one Homeport Navy Pier development.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_085,IAS1203,merge_all,paired_financing_one_development,Longfellow records split the same development into 4% and 9% credit components.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Longfellow%20Starling%20Yard%204%25%209%25%20LIHTC,Starling Yard and the Longfellow,industry_publication,https://www.taxcreditadvisor.com/articles/case-study-starling-yard-and-the-longfellow/,The case study describes the Longfellow as one project using paired 4% and 9% financing.,2026-08-10,merge_all,paired_financing_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_086,IAS1207,merge_all,same_property_later_financing,Lancaster Club repeats after 31 years with the same 19 addresses and 92 units.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Lancaster%20Club%20Apartments%20Ohio%202020%20rehabilitation,Lancaster Club Apartments 2020 Proposal,allocating_agency,https://ohiohome.org/ppd/proposals/2020/HTC/LancasterClubApartments.pdf,The Ohio proposal describes rehabilitation of the existing Lancaster Club property.,2026-08-10,merge_all,later_rehabilitation_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_087,IAS1280,merge_all,same_name_same_property_unit_scope_conflict,Orange Village repeats at the same property with an 81/82-unit reporting difference.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Orange%20Village%20Apartments%20Pennsylvania%2081%20units,PHFA Multifamily Inventory: Mercer County,allocating_agency,https://www.phfa.org/forms/multifamily_inventory/dv_mercer.pdf,The PHFA inventory identifies Orange Village as an 81-unit property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
