identity_question_id,review_origin,pass1_identity_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_identity_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_title,pass2_source_type,pass2_source_url,pass2_notes,pass2_reviewed_on,final_identity_decision,final_reason_code,address_overlap_class,final_notes,final_reviewed_on,shared_geocoding_query_decision,source_rows_changed,n_members,n_clusters,n_cross_question_clusters,final_partition_class,development_state,development_names,shared_address_examples,internal_evidence_pattern
XDA2_0038,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=CIELO%20CARMEL%20I%20%7C%20CIELO%20CARMEL%20II%20CA%20affordable%20housing,"Cielo Carmel I | Affordable Housing in San Diego, CA | Cielo Carmel Ii | Affordable Housing in San Diego, CA",public_property_directory,https://affordablehousinghub.org/housing/california/san-diego-county/san-diego/cielo-carmel-i-1106-lihtc | https://affordablehousinghub.org/housing/california/san-diego-county/san-diego/cielo-carmel-ii-1107-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CA,CIELO CARMEL I | CIELO CARMEL II,6050 CAMINO SAN FERMIN|SAN DIEGO|CA,name_similarity_only
XDA2_0039,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=CRESCENT%20VILLAGE%20%7C%20CRESCENT%20VILLAGES%20CA%20affordable%20housing,"Crescent Village | Affordable Housing in Los Angeles, CA",public_property_directory,https://affordablehousinghub.org/housing/california/los-angeles-county/los-angeles/crescent-village-29024-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CA,CRESCENT VILLAGE | CRESCENT VILLAGES,731 BEACON AVE|LOS ANGELES|CA,name_similarity_only
XDA2_0040,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=LOS%20ARROYOS%20I%20%7C%20LOS%20ARROYOS%20II%20CA%20affordable%20housing,CTCAC Project Mapping and Project List,allocating_agency_record,https://website-qa.treasurer.ca.gov/ctcac/projects,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CA,LOS ARROYOS I | LOS ARROYOS II,135 E WALNUT AVE|FARMERSVILLE|CA,name_or_timing_with_equal_units_near_pis
XDA2_0041,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=OAK%20PARK%203%20APARTMENTS%20%7C%20OAK%20PARK%204%20APARTMENTS%20CA%20affordable%20housing,"Oak Park Apartments | Affordable Housing in Paso Robles, CA",public_property_directory,https://affordablehousinghub.org/housing/california/san-luis-obispo-county/paso-robles/oak-park-apartments-1237-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CA,OAK PARK 3 APARTMENTS | OAK PARK 4 APARTMENTS,3120 PINE ST|PASO ROBLES|CA,name_similarity_only
XDA2_0042,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=SANTA%20FE%20COMMONS%20I%20%7C%20SANTA%20FE%20COMMONS%20II%20CA%20affordable%20housing,"Santa Fe Commons | Affordable Housing in Pittsburg, CA",public_property_directory,https://affordablehousinghub.org/housing/california/contra-costa-county/pittsburg/santa-fe-commons-176-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CA,SANTA FE COMMONS I | SANTA FE COMMONS II,537 N W ST|TULARE|CA,name_similarity_only
XDA2_0043,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=THE%20GARDENS%20AT%20QUAIL%20RUN%20%7C%20THE%20GARDENS%20AT%20QUAIL%20RUN%20II%20CA%20affordable%20housing,"The Gardens At Sierra | Affordable Housing in Fontana, CA",public_property_directory,https://affordablehousinghub.org/housing/california/san-bernardino-county/fontana/the-gardens-at-sierra-27609-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CA,THE GARDENS AT QUAIL RUN | THE GARDENS AT QUAIL RUN II,10120 BRUCEVILLE RD|ELK GROVE|CA,name_similarity_only
XDA2_0044,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=VISTA%20DEL%20MAR%20%7C%20VISTA%20DEL%20MAR%20COMMONS%20%28SITE%20A%29%20CA%20affordable%20housing,"Vista Del Mar | Affordable Housing in Ventura, CA | Vista Del Mar Commons Site A | Affordable Housing in Ventura, CA",public_property_directory,https://affordablehousinghub.org/housing/california/ventura-county/ventura/vista-del-mar-29534-lihtc | https://affordablehousinghub.org/housing/california/ventura-county/ventura/vista-del-mar-commons-site-a-29541-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,CA,VISTA DEL MAR | VISTA DEL MAR COMMONS (SITE A),137 S PALM ST|VENTURA|CA,phase_or_component_only
XDA2_0045,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=WOODHAVEN%20SENIOR%20RESIDENCE%20%7C%20WOODHAVEN%20SENIOR%20RESIDENCES%20CA%20affordable%20housing,"Woodhaven Senior Residence | Affordable Housing in Sacramento, CA | Woodhaven Senior Residences | Affordable Housing in Sacramento, CA",public_property_directory,https://affordablehousinghub.org/housing/california/sacramento-county/sacramento/woodhaven-senior-residence-1009-lihtc | https://affordablehousinghub.org/housing/california/sacramento-county/sacramento/woodhaven-senior-residences-29556-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,CA,WOODHAVEN SENIOR RESIDENCE | WOODHAVEN SENIOR RESIDENCES,3731 RIO LINDA BLVD|SACRAMENTO|CA,name_similarity_only
XDA2_0046,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=CARE%20HOUSING%20AT%20SWALLOW%20RD%20%7C%20CARE%20HOUSING%20AT%20SWALLOW%20ROAD%20CO%20affordable%20housing,"Care Housing At Swallow Rd | Affordable Housing in Fort Collins, CO",public_property_directory,https://affordablehousinghub.org/housing/colorado/larimer-county/fort-collins/care-housing-at-swallow-rd-907-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CO,CARE HOUSING AT SWALLOW RD | CARE HOUSING AT SWALLOW ROAD,1303 W SWALLOW RD|FORT COLLINS|CO,name_similarity_only
XDA2_0047,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=CENTRAL%20PARK%20II%20%7C%20CENTRAL%20PARK%20III%20CO%20affordable%20housing,CTCAC Project Mapping and Project List,allocating_agency_record,https://website-qa.treasurer.ca.gov/ctcac/projects,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CO,CENTRAL PARK II | CENTRAL PARK III,CENTRAL PARK BLVD|DENVER|CO,name_similarity_only
XDA2_0048,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=WESTBROOK%20VILLAGE%20PHASE%20III%20%7C%20WESTBROOK%20VILLAGE%20PHASE%20IV%20CT%20affordable%20housing,LIHTC Properties in Connecticut Through 2023,sector_compilation,https://www.novoco.com/public-media/documents/connecticut-lihtc-properties-through-2023-072025.pdf,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,CT,WESTBROOK VILLAGE PHASE III | WESTBROOK VILLAGE PHASE IV,MULTIPLE ADDRESSES NEAR 144 MARK TWAIN DR|HARTFORD|CT,phase_or_component_only
XDA2_0049,new_two_pass_review,partition,internal_evidence_supports_member_level_partition,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is partition; no single field, including the shared address, was treated as dispositive.",2026-08-10,partition,duplicate_records_partitioned_within_distinct_phases,Google,https://www.google.com/search?q=BRIGHTWAY%20COMMONS%20I%20%7C%20BRIGHTWAY%20COMMONS%20II%20%7C%20BRIGHTWAYS%20COMMONS%20II%20DE%20affordable%20housing,"Brightway Commons I | Affordable Housing in Milford, DE | Brightways Commons Ii | Affordable Housing in Milford, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/kent-county/milford/brightway-commons-i-2556-lihtc | https://affordablehousinghub.org/housing/delaware/kent-county/milford/brightways-commons-ii-2582-lihtc,Outside read: the retained public records support duplicate reporting within some named phases or components while preserving the other named phases or components as distinct physical developments.,2026-08-10,partition,duplicate_records_partitioned_within_distinct_phases,mixed_duplicate_and_distinct_component_overlap,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,3,2,0,partition,DE,BRIGHTWAY COMMONS I | BRIGHTWAY COMMONS II | BRIGHTWAYS COMMONS II,200 TULL WAY|MILFORD|DE,name_similarity_only
XDA2_0050,new_two_pass_review,partition,internal_evidence_supports_member_level_partition,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is partition; no single field, including the shared address, was treated as dispositive.",2026-08-10,partition,duplicate_records_partitioned_within_distinct_phases,Google,https://www.google.com/search?q=CHRISTIANA%20FARMS%20%7C%20CHRISTIANA%20FARMS%20I%20%7C%20CHRISTIANA%20FARMS%20II%20DE%20affordable%20housing,"Christiana Farms | Affordable Housing in Newark, DE | Christiana Farms I | Affordable Housing in Newark, DE | Christiana Farms Ii | Affordable Housing in Newark, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/new-castle-county/newark/christiana-farms-2778-lihtc | https://affordablehousinghub.org/housing/delaware/new-castle-county/newark/christiana-farms-i-2803-lihtc | https://affordablehousinghub.org/housing/delaware/new-castle-county/newark/christiana-farms-ii-2856-lihtc,Outside read: the retained public records support duplicate reporting within some named phases or components while preserving the other named phases or components as distinct physical developments.,2026-08-10,partition,duplicate_records_partitioned_within_distinct_phases,mixed_duplicate_and_distinct_component_overlap,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,3,2,0,partition,DE,CHRISTIANA FARMS | CHRISTIANA FARMS I | CHRISTIANA FARMS II,215 CHRISTIANA FARMS PL|NEWARK|DE,name_or_timing_with_equal_units_near_pis
XDA2_0051,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=GEORGETOWN%20I%20%7C%20GEORGETOWN%20II%20APARTMENTS%20DE%20affordable%20housing,"Georgetown I | Affordable Housing in Georgetown, DE | Georgetown Ii Apartments | Affordable Housing in Georgetown, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/sussex-county/georgetown/georgetown-i-2578-lihtc | https://affordablehousinghub.org/housing/delaware/sussex-county/georgetown/georgetown-ii-apartments-2580-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,DE,GEORGETOWN I | GEORGETOWN II APARTMENTS,200 INGRAMTOWN RD|GEORGETOWN|DE,name_or_timing_with_equal_units_near_pis
XDA2_0052,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=LUTHER%20GARDENS%20%7C%20LUTHER%20GARDENS%20ANNEX%20DE%20affordable%20housing,"Luther Gardens | Affordable Housing in Milton, DE | Luther Gardens Annex | Affordable Housing in Milton, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/sussex-county/milton/luther-gardens-2930-lihtc | https://affordablehousinghub.org/housing/delaware/sussex-county/milton/luther-gardens-annex-2903-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,DE,LUTHER GARDENS | LUTHER GARDENS ANNEX,1500 LUTHER CIR|MILTON|DE,name_or_timing_with_equal_units_near_pis
XDA2_0053,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=MILLSBORO%20VILLAGE%20%7C%20MILLSBORO%20VILLAGE%20I%20DE%20affordable%20housing,"Millsboro Village | Affordable Housing in Millsboro, DE | Millsboro Village I | Affordable Housing in Millsboro, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/sussex-county/millsboro/millsboro-village-2685-lihtc | https://affordablehousinghub.org/housing/delaware/sussex-county/millsboro/millsboro-village-i-2708-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,DE,MILLSBORO VILLAGE | MILLSBORO VILLAGE I,210 THOMAS TAYLOR DR|MILLSBORO|DE,name_or_timing_with_equal_units_near_pis
XDA2_0054,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=NORTH%20LAKE%20VILLAGE%20I%20%7C%20NORTH%20LAKE%20VILLAGE%20II%20DE%20affordable%20housing,"North Lake Village I | Affordable Housing in Middletown, DE | North Lake Village Ii | Affordable Housing in Middletown, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/new-castle-county/middletown/north-lake-village-i-2735-lihtc | https://affordablehousinghub.org/housing/delaware/new-castle-county/middletown/north-lake-village-ii-2736-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,DE,NORTH LAKE VILLAGE I | NORTH LAKE VILLAGE II,400 N CATHERINE ST 31|MIDDLETOWN|DE | 400 N CATHERINE|MIDDLETOWN|DE,name_similarity_only
XDA2_0055,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=SHADY%20GROVE%20II%20%7C%20SHADY%20GROVE%20III%20DE%20affordable%20housing,"Shady Grove Ii | Affordable Housing in Selbyville, DE | Shady Grove Iii | Affordable Housing in Selbyville, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/sussex-county/selbyville/shady-grove-ii-2851-lihtc | https://affordablehousinghub.org/housing/delaware/sussex-county/selbyville/shady-grove-iii-2907-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,DE,SHADY GROVE II | SHADY GROVE III,ROUTE 2 BOX 76|SELBYVILLE|DE,name_similarity_only
XDA2_0056,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=THE%20FLATS%20PHASE%20III%2C%20L.P.%20%7C%20THE%20FLATS%20PHASE%20IV%2C%20L.P.%20DE%20affordable%20housing,"The Flats Phase Iii, L.P. | Affordable Housing in Wilmington, DE",public_property_directory,https://affordablehousinghub.org/housing/delaware/new-castle-county/wilmington/the-flats-phase-iii-lp-2953-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,DE,"THE FLATS PHASE III, L.P. | THE FLATS PHASE IV, L.P.",100 W 10TH ST SUITE 1104|WILMINGTON|DE,phase_or_component_only
XDA2_0057,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=ARIA%20LANDINGS%20I%20%7C%20ARIA%20LANDINGS%20II%20FL%20affordable%20housing,Florida Housing petition: Aria Landings,allocating_agency_record,https://www.floridahousing.org/docs/default-source/contracts/petition-6bf3a6f5-4854-41da-9c03-f7ee277b835c.pdf?sfvrsn=58dbf37b_1,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,FL,ARIA LANDINGS I | ARIA LANDINGS II,4050 WINKLER AVE EXTENSION|FT MYERS|FL,name_similarity_only
XDA2_0058,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=COUNTRY%20CLUB%20VILLAS%20I%20%7C%20COUNTRY%20CLUB%20VILLAS%20II%20FL%20affordable%20housing,"Country Club Villas I | Affordable Housing in Hialeah, FL | Country Club Villas Ii | Affordable Housing in Hialeah, FL",public_property_directory,https://affordablehousinghub.org/housing/florida/miami-dade-county/hialeah/country-club-villas-i-4394-lihtc | https://affordablehousinghub.org/housing/florida/miami-dade-county/miami/country-club-villas-ii-3570-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,FL,COUNTRY CLUB VILLAS I | COUNTRY CLUB VILLAS II,6855 NW 179TH ST|MIAMI|FL,name_similarity_only
XDA2_0059,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=FOUNTAINS%20AT%20MILLENIA%20I%20%7C%20FOUNTAINS%20AT%20MILLENIA%20II%20%7C%20FOUNTAINS%20AT%20MILLENIA%20III%20%7C%20FOUNTAINS%20AT%20MILLENIA%20IV%20FL%20affordable%20housing,"Fountains At Millenia I | Affordable Housing in Orlando, FL | Fountains At Millenia Ii | Affordable Housing in Orlando, FL | Fountains At Millenia Iii | Affordable Housing in Orlando, FL | Fountains At Millenia Iv | Affordable Housing in Orlando, FL",public_property_directory,https://affordablehousinghub.org/housing/florida/orange-county/orlando/fountains-at-millenia-i-3215-lihtc | https://affordablehousinghub.org/housing/florida/orange-county/orlando/fountains-at-millenia-ii-3216-lihtc | https://affordablehousinghub.org/housing/florida/orange-county/orlando/fountains-at-millenia-iii-3217-lihtc | https://affordablehousinghub.org/housing/florida/orange-county/orlando/fountains-at-millenia-iv-3218-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,4,4,0,retain_each,FL,FOUNTAINS AT MILLENIA I | FOUNTAINS AT MILLENIA II | FOUNTAINS AT MILLENIA III | FOUNTAINS AT MILLENIA IV,5316 MILLENIA BLVD|ORLANDO|FL,name_similarity_only
